[7/5/18 05:19PM]	Sent Private-Message to User: vali and said 'i think the obsticale pipe in taverly dung is bugged '	
[7/7/18 07:10PM]	Picked up an item (Id: Item [id=201, amount=1], Amount: 1) at Position: 3513, 9492, 2	
[7/7/18 07:10PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 3506, 9493, 2	
[7/7/18 07:11PM]	Picked up an item (Id: Item [id=560, amount=3], Amount: 3) at Position: 3505, 9494, 2	
[7/7/18 07:11PM]	Picked up an item (Id: Item [id=217, amount=1], Amount: 1) at Position: 3506, 9493, 2	
[7/7/18 07:11PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 3506, 9493, 2	
[7/7/18 07:12PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 3506, 9493, 2	
[7/7/18 07:13PM]	Picked up an item (Id: Item [id=199, amount=1], Amount: 1) at Position: 3511, 9494, 2	
[7/7/18 07:13PM]	Picked up an item (Id: Item [id=201, amount=1], Amount: 1) at Position: 3510, 9494, 2	
[7/7/18 07:13PM]	Picked up an item (Id: Item [id=12160, amount=10], Amount: 10) at Position: 3510, 9494, 2	
[7/7/18 07:13PM]	Picked up an item (Id: Item [id=203, amount=1], Amount: 1) at Position: 3511, 9493, 2	
[7/7/18 07:14PM]	Picked up an item (Id: Item [id=203, amount=1], Amount: 1) at Position: 3505, 9496, 2	
[7/7/18 07:15PM]	Picked up an item (Id: Item [id=12158, amount=10], Amount: 10) at Position: 3513, 9491, 2	
[7/7/18 07:15PM]	Picked up an item (Id: Item [id=207, amount=1], Amount: 1) at Position: 3513, 9492, 2	
[7/7/18 07:15PM]	Picked up an item (Id: Item [id=554, amount=7], Amount: 7) at Position: 3504, 9495, 2	
[7/7/18 07:15PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 3504, 9495, 2	
[7/7/18 07:16PM]	Picked up an item (Id: Item [id=203, amount=1], Amount: 1) at Position: 3513, 9494, 2	
[7/7/18 07:16PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 3513, 9495, 2	
[7/7/18 07:16PM]	Picked up an item (Id: Item [id=201, amount=1], Amount: 1) at Position: 3505, 9494, 2	
[7/7/18 07:16PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 3505, 9494, 2	
[7/7/18 07:17PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 3511, 9492, 2	
[7/7/18 07:17PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 3511, 9492, 2	
[7/7/18 07:18PM]	Picked up an item (Id: Item [id=562, amount=3], Amount: 3) at Position: 3504, 9496, 2	
[7/7/18 07:19PM]	Picked up an item (Id: Item [id=215, amount=1], Amount: 1) at Position: 3503, 9495, 2	
[7/7/18 07:22PM]	Picked up an item (Id: Item [id=561, amount=15], Amount: 15) at Position: 2186, 3150, 0	
[7/7/18 07:22PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2186, 3151, 0	
[7/7/18 07:22PM]	Picked up an item (Id: Item [id=12158, amount=6], Amount: 6) at Position: 2186, 3151, 0	
[7/7/18 07:27PM]	Picked up an item (Id: Item [id=12159, amount=7], Amount: 7) at Position: 2185, 3148, 0	
[7/7/18 07:27PM]	Picked up an item (Id: Item [id=209, amount=1], Amount: 1) at Position: 2185, 3149, 0	
[7/7/18 07:27PM]	Picked up an item (Id: Item [id=201, amount=1], Amount: 1) at Position: 2185, 3149, 0	
[7/7/18 07:27PM]	Picked up an item (Id: Item [id=217, amount=1], Amount: 1) at Position: 2185, 3149, 0	
[7/7/18 07:27PM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2185, 3149, 0	
[7/7/18 07:28PM]	Picked up an item (Id: Item [id=554, amount=100], Amount: 100) at Position: 2188, 3146, 0	
[7/7/18 07:28PM]	Picked up an item (Id: Item [id=215, amount=1], Amount: 1) at Position: 2189, 3146, 0	
[7/7/18 07:28PM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2189, 3146, 0	
[7/7/18 07:28PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2189, 3146, 0	
[7/7/18 07:29PM]	Picked up an item (Id: Item [id=5315, amount=1], Amount: 1) at Position: 2187, 3149, 0	
[7/7/18 07:29PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2187, 3150, 0	
[7/7/18 07:29PM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2187, 3150, 0	
[7/7/18 07:30PM]	Picked up an item (Id: Item [id=561, amount=15], Amount: 15) at Position: 2188, 3152, 0	
[7/7/18 07:30PM]	Picked up an item (Id: Item [id=5297, amount=1], Amount: 1) at Position: 2188, 3152, 0	
[7/7/18 07:30PM]	Picked up an item (Id: Item [id=199, amount=1], Amount: 1) at Position: 2188, 3152, 0	
[7/7/18 07:30PM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2188, 3152, 0	
[7/7/18 07:30PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2188, 3152, 0	
[7/7/18 07:30PM]	Picked up an item (Id: Item [id=561, amount=15], Amount: 15) at Position: 2188, 3152, 0	
[7/7/18 07:30PM]	Picked up an item (Id: Item [id=5298, amount=1], Amount: 1) at Position: 2189, 3153, 0	
[7/7/18 07:30PM]	Picked up an item (Id: Item [id=201, amount=1], Amount: 1) at Position: 2189, 3153, 0	
[7/7/18 07:30PM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2189, 3153, 0	
[7/7/18 07:30PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2189, 3153, 0	
[7/7/18 07:45PM]	Picked up an item (Id: Item [id=5321, amount=3], Amount: 3) at Position: 2188, 3150, 0	
[7/7/18 07:45PM]	Picked up an item (Id: Item [id=199, amount=1], Amount: 1) at Position: 2188, 3151, 0	
[7/7/18 07:46PM]	Picked up an item (Id: Item [id=12163, amount=8], Amount: 8) at Position: 2188, 3151, 0	
[7/7/18 07:46PM]	Picked up an item (Id: Item [id=5300, amount=1], Amount: 1) at Position: 2189, 3151, 0	
[7/7/18 07:46PM]	Picked up an item (Id: Item [id=203, amount=1], Amount: 1) at Position: 2189, 3151, 0	
[7/7/18 07:46PM]	Picked up an item (Id: Item [id=561, amount=15], Amount: 15) at Position: 2190, 3146, 0	
[7/7/18 07:46PM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2191, 3146, 0	
[7/7/18 07:47PM]	Picked up an item (Id: Item [id=1065, amount=1], Amount: 1) at Position: 2187, 3150, 0	
[7/7/18 07:47PM]	Picked up an item (Id: Item [id=205, amount=1], Amount: 1) at Position: 2187, 3151, 0	
[7/7/18 07:47PM]	Picked up an item (Id: Item [id=203, amount=1], Amount: 1) at Position: 2187, 3151, 0	
[7/7/18 07:48PM]	Picked up an item (Id: Item [id=1065, amount=1], Amount: 1) at Position: 2187, 3151, 0	
[7/7/18 07:48PM]	Picked up an item (Id: Item [id=995, amount=526], Amount: 526) at Position: 2187, 3152, 0	
[7/7/18 07:48PM]	Picked up an item (Id: Item [id=5281, amount=1], Amount: 1) at Position: 2187, 3152, 0	
[7/7/18 07:48PM]	Picked up an item (Id: Item [id=199, amount=1], Amount: 1) at Position: 2187, 3152, 0	
[7/7/18 07:48PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2187, 3152, 0	
[7/7/18 07:48PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2187, 3152, 0	
[7/7/18 07:50PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2188, 3149, 0	
[7/7/18 07:50PM]	Picked up an item (Id: Item [id=1099, amount=1], Amount: 1) at Position: 2187, 3153, 0	
[7/7/18 07:50PM]	Picked up an item (Id: Item [id=554, amount=100], Amount: 100) at Position: 2187, 3152, 0	
[7/7/18 07:51PM]	Picked up an item (Id: Item [id=12163, amount=2], Amount: 2) at Position: 2187, 3152, 0	
[7/7/18 07:51PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2187, 3153, 0	
[7/7/18 07:51PM]	Picked up an item (Id: Item [id=209, amount=1], Amount: 1) at Position: 2187, 3153, 0	
[7/7/18 07:51PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2187, 3153, 0	
[7/7/18 07:51PM]	Picked up an item (Id: Item [id=5280, amount=1], Amount: 1) at Position: 2187, 3153, 0	
[7/7/18 07:52PM]	Picked up an item (Id: Item [id=554, amount=100], Amount: 100) at Position: 2187, 3152, 0	
[7/7/18 07:52PM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2187, 3153, 0	
[7/7/18 07:52PM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2187, 3153, 0	
[7/7/18 07:52PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2187, 3153, 0	
[7/7/18 07:52PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2187, 3153, 0	
[7/7/18 07:52PM]	Picked up an item (Id: Item [id=199, amount=1], Amount: 1) at Position: 2187, 3153, 0	
[7/7/18 07:53PM]	Picked up an item (Id: Item [id=1147, amount=1], Amount: 1) at Position: 2189, 3151, 0	
[7/7/18 07:53PM]	Picked up an item (Id: Item [id=201, amount=1], Amount: 1) at Position: 2188, 3151, 0	
[7/7/18 07:53PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2188, 3151, 0	
[7/7/18 07:53PM]	Picked up an item (Id: Item [id=563, amount=2], Amount: 2) at Position: 2188, 3151, 0	
[7/7/18 07:54PM]	Picked up an item (Id: Item [id=5315, amount=1], Amount: 1) at Position: 2188, 3154, 0	
[7/7/18 07:55PM]	Picked up an item (Id: Item [id=554, amount=100], Amount: 100) at Position: 2187, 3153, 0	
[7/7/18 07:55PM]	Picked up an item (Id: Item [id=386, amount=1], Amount: 1) at Position: 2187, 3153, 0	
[7/7/18 07:56PM]	Picked up an item (Id: Item [id=12163, amount=10], Amount: 10) at Position: 2187, 3152, 0	
[7/7/18 07:56PM]	Picked up an item (Id: Item [id=5303, amount=1], Amount: 1) at Position: 2187, 3153, 0	
[7/7/18 07:56PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2188, 3153, 0	
[7/7/18 07:56PM]	Picked up an item (Id: Item [id=1099, amount=1], Amount: 1) at Position: 2187, 3154, 0	
[7/7/18 07:56PM]	Picked up an item (Id: Item [id=12158, amount=8], Amount: 8) at Position: 2187, 3155, 0	
[7/7/18 07:57PM]	Picked up an item (Id: Item [id=12158, amount=7], Amount: 7) at Position: 2192, 3156, 0	
[7/7/18 07:57PM]	Picked up an item (Id: Item [id=201, amount=1], Amount: 1) at Position: 2191, 3156, 0	
[7/7/18 07:57PM]	Picked up an item (Id: Item [id=205, amount=1], Amount: 1) at Position: 2191, 3156, 0	
[7/8/18 12:30AM]	Picked up an item (Id: Item [id=12159, amount=4], Amount: 4) at Position: 2186, 3149, 0	
[7/8/18 12:30AM]	Picked up an item (Id: Item [id=5287, amount=1], Amount: 1) at Position: 2186, 3150, 0	
[7/8/18 12:30AM]	Picked up an item (Id: Item [id=209, amount=1], Amount: 1) at Position: 2186, 3150, 0	
[7/8/18 12:31AM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2186, 3150, 0	
[7/8/18 12:31AM]	Picked up an item (Id: Item [id=5281, amount=1], Amount: 1) at Position: 2186, 3150, 0	
[7/8/18 12:31AM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2187, 3150, 0	
[7/8/18 12:31AM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2187, 3150, 0	
[7/8/18 12:31AM]	Iron pete received Crystal shield full from Elf Warrior	
[7/8/18 12:32AM]	Picked up an item (Id: Item [id=4225, amount=1], Amount: 1) at Position: 2187, 3150, 0	
[7/8/18 12:32AM]	Picked up an item (Id: Item [id=5314, amount=1], Amount: 1) at Position: 2187, 3151, 0	
[7/8/18 12:32AM]	Picked up an item (Id: Item [id=209, amount=1], Amount: 1) at Position: 2187, 3151, 0	
[7/8/18 12:32AM]	Picked up an item (Id: Item [id=561, amount=15], Amount: 15) at Position: 2188, 3153, 0	
[7/8/18 12:32AM]	Picked up an item (Id: Item [id=199, amount=1], Amount: 1) at Position: 2187, 3152, 0	
[7/8/18 12:33AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2187, 3152, 0	
[7/8/18 12:33AM]	Picked up an item (Id: Item [id=12158, amount=7], Amount: 7) at Position: 2187, 3153, 0	
[7/8/18 12:34AM]	Picked up an item (Id: Item [id=1135, amount=1], Amount: 1) at Position: 2186, 3153, 0	
[7/8/18 12:34AM]	Picked up an item (Id: Item [id=201, amount=1], Amount: 1) at Position: 2187, 3153, 0	
[7/8/18 12:35AM]	Picked up an item (Id: Item [id=555, amount=50], Amount: 50) at Position: 2188, 3155, 0	
[7/8/18 12:35AM]	Picked up an item (Id: Item [id=201, amount=1], Amount: 1) at Position: 2188, 3154, 0	
[7/8/18 12:35AM]	Picked up an item (Id: Item [id=386, amount=1], Amount: 1) at Position: 2188, 3154, 0	
[7/8/18 12:35AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2188, 3154, 0	
[7/8/18 12:35AM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2188, 3154, 0	
[7/8/18 12:36AM]	Picked up an item (Id: Item [id=561, amount=15], Amount: 15) at Position: 2188, 3154, 0	
[7/8/18 12:36AM]	Picked up an item (Id: Item [id=199, amount=1], Amount: 1) at Position: 2188, 3153, 0	
[7/8/18 12:37AM]	Picked up an item (Id: Item [id=12158, amount=2], Amount: 2) at Position: 2187, 3151, 0	
[7/8/18 12:37AM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2187, 3150, 0	
[7/8/18 12:37AM]	Picked up an item (Id: Item [id=199, amount=1], Amount: 1) at Position: 2187, 3150, 0	
[7/8/18 12:37AM]	Picked up an item (Id: Item [id=554, amount=100], Amount: 100) at Position: 2187, 3150, 0	
[7/8/18 12:37AM]	Picked up an item (Id: Item [id=5314, amount=1], Amount: 1) at Position: 2188, 3151, 0	
[7/8/18 12:38AM]	Picked up an item (Id: Item [id=5281, amount=1], Amount: 1) at Position: 2188, 3151, 0	
[7/8/18 12:38AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2187, 3151, 0	
[7/8/18 12:41AM]	Picked up an item (Id: Item [id=561, amount=15], Amount: 15) at Position: 2188, 3147, 0	
[7/8/18 12:41AM]	Picked up an item (Id: Item [id=5280, amount=1], Amount: 1) at Position: 2189, 3147, 0	
[7/8/18 12:41AM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2189, 3147, 0	
[7/8/18 12:41AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2189, 3147, 0	
[7/8/18 12:41AM]	Picked up an item (Id: Item [id=563, amount=2], Amount: 2) at Position: 2182, 3148, 0	
[7/8/18 12:41AM]	Picked up an item (Id: Item [id=217, amount=1], Amount: 1) at Position: 2182, 3149, 0	
[7/8/18 12:42AM]	Picked up an item (Id: Item [id=5281, amount=1], Amount: 1) at Position: 2185, 3149, 0	
[7/8/18 12:43AM]	Picked up an item (Id: Item [id=555, amount=50], Amount: 50) at Position: 2184, 3146, 0	
[7/8/18 12:43AM]	Picked up an item (Id: Item [id=213, amount=1], Amount: 1) at Position: 2184, 3145, 0	
[7/8/18 12:44AM]	Picked up an item (Id: Item [id=12163, amount=3], Amount: 3) at Position: 2188, 3147, 0	
[7/8/18 12:44AM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2189, 3147, 0	
[7/8/18 12:44AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2189, 3147, 0	
[7/8/18 12:44AM]	Picked up an item (Id: Item [id=555, amount=50], Amount: 50) at Position: 2181, 3148, 0	
[7/8/18 12:45AM]	Picked up an item (Id: Item [id=5302, amount=1], Amount: 1) at Position: 2181, 3149, 0	
[7/8/18 12:46AM]	Picked up an item (Id: Item [id=561, amount=15], Amount: 15) at Position: 2186, 3150, 0	
[7/8/18 12:46AM]	Picked up an item (Id: Item [id=12160, amount=7], Amount: 7) at Position: 2186, 3150, 0	
[7/8/18 12:46AM]	Picked up an item (Id: Item [id=12163, amount=2], Amount: 2) at Position: 2186, 3151, 0	
[7/8/18 12:46AM]	Picked up an item (Id: Item [id=5298, amount=1], Amount: 1) at Position: 2186, 3151, 0	
[7/8/18 12:46AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2186, 3151, 0	
[7/8/18 12:47AM]	Picked up an item (Id: Item [id=995, amount=619], Amount: 619) at Position: 2186, 3151, 0	
[7/8/18 12:47AM]	Picked up an item (Id: Item [id=5281, amount=1], Amount: 1) at Position: 2187, 3152, 0	
[7/8/18 12:48AM]	Picked up an item (Id: Item [id=199, amount=1], Amount: 1) at Position: 2186, 3152, 0	
[7/8/18 12:48AM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2187, 3152, 0	
[7/8/18 12:49AM]	Picked up an item (Id: Item [id=5297, amount=1], Amount: 1) at Position: 2187, 3152, 0	
[7/8/18 12:49AM]	Picked up an item (Id: Item [id=1243, amount=1], Amount: 1) at Position: 2188, 3152, 0	
[7/8/18 12:49AM]	Picked up an item (Id: Item [id=199, amount=1], Amount: 1) at Position: 2187, 3153, 0	
[7/8/18 12:49AM]	Picked up an item (Id: Item [id=12163, amount=1], Amount: 1) at Position: 2188, 3154, 0	
[7/8/18 12:49AM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2188, 3155, 0	
[7/8/18 12:50AM]	Picked up an item (Id: Item [id=207, amount=1], Amount: 1) at Position: 2189, 3150, 0	
[7/8/18 12:50AM]	Picked up an item (Id: Item [id=209, amount=1], Amount: 1) at Position: 2189, 3149, 0	
[7/8/18 12:51AM]	Picked up an item (Id: Item [id=217, amount=1], Amount: 1) at Position: 2189, 3151, 0	
[7/8/18 12:52AM]	Picked up an item (Id: Item [id=555, amount=50], Amount: 50) at Position: 2188, 3153, 0	
[7/8/18 12:53AM]	Picked up an item (Id: Item [id=554, amount=100], Amount: 100) at Position: 2187, 3153, 0	
[7/8/18 12:54AM]	Picked up an item (Id: Item [id=12159, amount=10], Amount: 10) at Position: 2187, 3154, 0	
[7/8/18 12:54AM]	Picked up an item (Id: Item [id=199, amount=1], Amount: 1) at Position: 2187, 3155, 0	
[7/8/18 12:54AM]	Picked up an item (Id: Item [id=209, amount=1], Amount: 1) at Position: 2187, 3155, 0	
[7/8/18 12:54AM]	Picked up an item (Id: Item [id=215, amount=1], Amount: 1) at Position: 2187, 3155, 0	
[7/8/18 12:54AM]	Picked up an item (Id: Item [id=12160, amount=8], Amount: 8) at Position: 2187, 3152, 0	
[7/8/18 12:54AM]	Picked up an item (Id: Item [id=199, amount=1], Amount: 1) at Position: 2186, 3152, 0	
[7/8/18 08:34AM]	Picked up an item (Id: Item [id=12158, amount=7], Amount: 7) at Position: 2792, 2786, 0	
[7/8/18 08:34AM]	Picked up an item (Id: Item [id=3179, amount=1], Amount: 1) at Position: 2793, 2786, 0	
[7/8/18 08:35AM]	Picked up an item (Id: Item [id=3179, amount=1], Amount: 1) at Position: 2796, 2789, 0	
[7/8/18 08:37AM]	Picked up an item (Id: Item [id=3179, amount=1], Amount: 1) at Position: 2793, 2780, 0	
[7/8/18 08:38AM]	Picked up an item (Id: Item [id=3179, amount=1], Amount: 1) at Position: 2799, 2781, 0	
[7/8/18 08:40AM]	Bought Item from shop (67) (Id: 5340, Amount: 1)	
[7/8/18 08:40AM]	Bought Item from shop (67) (Id: 5343, Amount: 1)	
[7/8/18 08:40AM]	Bought Item from shop (67) (Id: 5341, Amount: 1)	
[7/8/18 08:40AM]	Bought Item from shop (67) (Id: 5329, Amount: 1)	
[7/8/18 08:41AM]	Bought Item from shop (67) (Id: 1735, Amount: 1)	
[7/8/18 08:54AM]	Bought Item from shop (50) (Id: 12073, Amount: 1)	
[7/8/18 08:58AM]	Dropped Item (Id: Item [id=373, amount=1], Amount: 0) at Position: 3563, 3306, 0	
[7/8/18 08:58AM]	Picked up an item (Id: Item [id=373, amount=1], Amount: 1) at Position: 3563, 3305, 0	
[7/8/18 08:58AM]	Bought Item from shop (67) (Id: 952, Amount: 1)	
[7/8/18 09:13AM]	Died as hardcore Iron man in controller: BARROWS	
