[7/10/18 02:41PM]	Recieved Private-Message from User: Thug which said 'added '	
[7/11/18 03:17PM]	Picked up an item (Id: Item [id=9244, amount=3], Amount: 3) at Position: 2385, 5094, 2136	
[7/11/18 03:26PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:26PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:27PM]	Bought Item from shop (7) (Id: 4587, Amount: 1)	
[7/11/18 03:27PM]	Bought Item from shop (7) (Id: 5698, Amount: 1)	
[7/11/18 03:27PM]	Bought Item from shop (7) (Id: 1163, Amount: 1)	
[7/11/18 03:28PM]	Bought Item from shop (7) (Id: 1127, Amount: 1)	
[7/11/18 03:28PM]	Bought Item from shop (7) (Id: 1079, Amount: 1)	
[7/11/18 03:28PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:28PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:28PM]	Sold Item to shop (Id: 565, Amount: 5)	
[7/11/18 03:28PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:28PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:28PM]	Sold Item to shop (Id: 565, Amount: 10)	
[7/11/18 03:28PM]	Bought Item from shop (7) (Id: 1333, Amount: 1)	
[7/11/18 03:31PM]	Dropped Item (Id: Item [id=1323, amount=1], Amount: 1) at Position: 2709, 3717, 0	
[7/11/18 03:32PM]	Dropped Item (Id: Item [id=2007, amount=1], Amount: 1) at Position: 3097, 3504, 0	
[7/11/18 03:32PM]	Dropped Item (Id: Item [id=385, amount=1], Amount: 1) at Position: 3097, 3504, 0	
[7/11/18 03:32PM]	Dropped Item (Id: Item [id=2007, amount=1], Amount: 1) at Position: 3097, 3504, 0	
[7/11/18 03:32PM]	Dropped Item (Id: Item [id=2007, amount=1], Amount: 1) at Position: 3097, 3504, 0	
[7/11/18 03:32PM]	Dropped Item (Id: Item [id=2007, amount=1], Amount: 1) at Position: 3097, 3504, 0	
[7/11/18 03:32PM]	Picked up an item (Id: Item [id=385, amount=1], Amount: 1) at Position: 3097, 3504, 0	
[7/11/18 03:32PM]	Dropped Item (Id: Item [id=2007, amount=1], Amount: 1) at Position: 3097, 3504, 0	
[7/11/18 03:32PM]	Dropped Item (Id: Item [id=2007, amount=1], Amount: 1) at Position: 3097, 3504, 0	
[7/11/18 03:32PM]	Dropped Item (Id: Item [id=2007, amount=1], Amount: 1) at Position: 3097, 3504, 0	
[7/11/18 03:32PM]	Dropped Item (Id: Item [id=2007, amount=1], Amount: 1) at Position: 3097, 3504, 0	
[7/11/18 03:32PM]	Dropped Item (Id: Item [id=2007, amount=1], Amount: 1) at Position: 3097, 3504, 0	
[7/11/18 03:32PM]	Dropped Item (Id: Item [id=2007, amount=1], Amount: 1) at Position: 3097, 3504, 0	
[7/11/18 03:32PM]	Dropped Item (Id: Item [id=2007, amount=1], Amount: 1) at Position: 3097, 3504, 0	
[7/11/18 03:32PM]	Dropped Item (Id: Item [id=2007, amount=1], Amount: 1) at Position: 3097, 3504, 0	
[7/11/18 03:32PM]	Dropped Item (Id: Item [id=2007, amount=1], Amount: 1) at Position: 3097, 3504, 0	
[7/11/18 03:32PM]	Dropped Item (Id: Item [id=2007, amount=1], Amount: 1) at Position: 3097, 3504, 0	
[7/11/18 03:32PM]	Bought Item from shop (7) (Id: 3751, Amount: 1)	
[7/11/18 03:33PM]	Bought Item from shop (27) (Id: 544, Amount: 1)	
[7/11/18 03:33PM]	Bought Item from shop (27) (Id: 542, Amount: 1)	
[7/11/18 03:33PM]	Bought Item from shop (27) (Id: 1033, Amount: 1)	
[7/11/18 03:33PM]	Bought Item from shop (27) (Id: 1035, Amount: 1)	
[7/11/18 03:37PM]	Picked up an item (Id: Item [id=12163, amount=7], Amount: 7) at Position: 2793, 2786, 0	
[7/11/18 03:37PM]	Picked up an item (Id: Item [id=3179, amount=1], Amount: 1) at Position: 2793, 2786, 0	
[7/11/18 03:39PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2795, 2789, 0	
[7/11/18 03:39PM]	Picked up an item (Id: Item [id=3179, amount=1], Amount: 1) at Position: 2796, 2790, 0	
[7/11/18 03:40PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2796, 2790, 0	
[7/11/18 03:40PM]	Picked up an item (Id: Item [id=3179, amount=1], Amount: 1) at Position: 2794, 2789, 0	
[7/11/18 03:44PM]	Picked up an item (Id: Item [id=555, amount=50], Amount: 50) at Position: 3739, 9368, 0	
[7/11/18 03:44PM]	Picked up an item (Id: Item [id=207, amount=1], Amount: 1) at Position: 3739, 9368, 0	
[7/11/18 03:44PM]	Picked up an item (Id: Item [id=199, amount=1], Amount: 1) at Position: 3739, 9368, 0	
[7/11/18 03:44PM]	Picked up an item (Id: Item [id=1355, amount=1], Amount: 1) at Position: 3739, 9370, 0	
[7/11/18 03:44PM]	Picked up an item (Id: Item [id=532, amount=1], Amount: 1) at Position: 3739, 9370, 0	
[7/11/18 03:44PM]	Picked up an item (Id: Item [id=203, amount=1], Amount: 1) at Position: 3739, 9370, 0	
[7/11/18 03:45PM]	Picked up an item (Id: Item [id=12158, amount=1], Amount: 1) at Position: 3740, 9369, 0	
[7/11/18 03:45PM]	Picked up an item (Id: Item [id=532, amount=1], Amount: 1) at Position: 3739, 9368, 0	
[7/11/18 03:46PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 3739, 9368, 0	
[7/11/18 03:46PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 3739, 9369, 0	
[7/11/18 03:46PM]	Picked up an item (Id: Item [id=532, amount=1], Amount: 1) at Position: 3739, 9369, 0	
[7/11/18 03:46PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 3739, 9369, 0	
[7/11/18 03:47PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 3739, 9369, 0	
[7/11/18 03:48PM]	Picked up an item (Id: Item [id=2485, amount=1], Amount: 1) at Position: 3739, 9367, 0	
[7/11/18 03:48PM]	Picked up an item (Id: Item [id=207, amount=1], Amount: 1) at Position: 3739, 9368, 0	
[7/11/18 03:48PM]	Picked up an item (Id: Item [id=532, amount=1], Amount: 1) at Position: 3739, 9367, 0	
[7/11/18 03:48PM]	Picked up an item (Id: Item [id=532, amount=1], Amount: 1) at Position: 3739, 9368, 0	
[7/11/18 03:49PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 3739, 9367, 0	
[7/11/18 03:49PM]	Picked up an item (Id: Item [id=12160, amount=3], Amount: 3) at Position: 3739, 9367, 0	
[7/11/18 03:49PM]	Picked up an item (Id: Item [id=532, amount=1], Amount: 1) at Position: 3739, 9368, 0	
[7/11/18 03:49PM]	Picked up an item (Id: Item [id=199, amount=1], Amount: 1) at Position: 3739, 9367, 0	
[7/11/18 03:49PM]	Picked up an item (Id: Item [id=995, amount=313], Amount: 313) at Position: 3739, 9368, 0	
[7/11/18 03:51PM]	Bought Item from shop (7) (Id: 1127, Amount: 1)	
[7/11/18 03:51PM]	Bought Item from shop (7) (Id: 1079, Amount: 1)	
[7/11/18 03:51PM]	Bought Item from shop (7) (Id: 10828, Amount: 1)	
[7/11/18 03:52PM]	Bought Item from shop (10) (Id: 2435, Amount: 24)	
[7/11/18 03:52PM]	Bought Item from shop (10) (Id: 2435, Amount: 5)	
[7/11/18 03:53PM]	Bought Item from shop (10) (Id: 2441, Amount: 10)	
[7/11/18 03:53PM]	Bought Item from shop (10) (Id: 2437, Amount: 5)	
[7/11/18 03:55PM]	Picked up an item (Id: Item [id=1127, amount=1], Amount: 1) at Position: 2851, 3539, 0	
[7/11/18 03:55PM]	Picked up an item (Id: Item [id=8851, amount=80], Amount: 80) at Position: 2851, 3540, 0	
[7/11/18 03:55PM]	Picked up an item (Id: Item [id=1079, amount=1], Amount: 1) at Position: 2851, 3540, 0	
[7/11/18 03:55PM]	Picked up an item (Id: Item [id=1163, amount=1], Amount: 1) at Position: 2851, 3540, 0	
[7/11/18 03:56PM]	Picked up an item (Id: Item [id=1127, amount=1], Amount: 1) at Position: 2851, 3540, 0	
[7/11/18 03:56PM]	Picked up an item (Id: Item [id=8851, amount=80], Amount: 80) at Position: 2851, 3539, 0	
[7/11/18 03:56PM]	Picked up an item (Id: Item [id=1079, amount=1], Amount: 1) at Position: 2851, 3539, 0	
[7/11/18 03:56PM]	Picked up an item (Id: Item [id=1163, amount=1], Amount: 1) at Position: 2851, 3539, 0	
[7/11/18 03:56PM]	Picked up an item (Id: Item [id=1127, amount=1], Amount: 1) at Position: 2851, 3539, 0	
[7/11/18 03:56PM]	Picked up an item (Id: Item [id=1079, amount=1], Amount: 1) at Position: 2851, 3540, 0	
[7/11/18 03:57PM]	Picked up an item (Id: Item [id=1163, amount=1], Amount: 1) at Position: 2851, 3540, 0	
[7/11/18 03:57PM]	Picked up an item (Id: Item [id=8851, amount=80], Amount: 80) at Position: 2851, 3540, 0	
[7/11/18 03:57PM]	Picked up an item (Id: Item [id=1127, amount=1], Amount: 1) at Position: 2851, 3539, 0	
[7/11/18 03:57PM]	Picked up an item (Id: Item [id=1079, amount=1], Amount: 1) at Position: 2851, 3540, 0	
[7/11/18 03:57PM]	Picked up an item (Id: Item [id=8851, amount=80], Amount: 80) at Position: 2851, 3540, 0	
[7/11/18 03:57PM]	Picked up an item (Id: Item [id=1163, amount=1], Amount: 1) at Position: 2851, 3540, 0	
[7/11/18 03:58PM]	Picked up an item (Id: Item [id=1127, amount=1], Amount: 1) at Position: 2851, 3539, 0	
[7/11/18 03:58PM]	Picked up an item (Id: Item [id=1079, amount=1], Amount: 1) at Position: 2851, 3540, 0	
[7/11/18 03:58PM]	Picked up an item (Id: Item [id=1163, amount=1], Amount: 1) at Position: 2851, 3540, 0	
[7/11/18 03:58PM]	Picked up an item (Id: Item [id=8851, amount=80], Amount: 80) at Position: 2851, 3540, 0	
[7/11/18 03:59PM]	Picked up an item (Id: Item [id=1127, amount=1], Amount: 1) at Position: 2851, 3540, 0	
[7/11/18 03:59PM]	Picked up an item (Id: Item [id=8851, amount=80], Amount: 80) at Position: 2851, 3539, 0	
[7/11/18 03:59PM]	Picked up an item (Id: Item [id=1079, amount=1], Amount: 1) at Position: 2851, 3539, 0	
[7/11/18 03:59PM]	Picked up an item (Id: Item [id=1163, amount=1], Amount: 1) at Position: 2851, 3539, 0	
[7/11/18 04:00PM]	Picked up an item (Id: Item [id=12160, amount=4], Amount: 4) at Position: 2849, 3543, 2	
[7/11/18 04:00PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2850, 3543, 2	
[7/11/18 04:01PM]	Picked up an item (Id: Item [id=1147, amount=1], Amount: 1) at Position: 2848, 3545, 2	
[7/11/18 04:01PM]	Picked up an item (Id: Item [id=12159, amount=5], Amount: 5) at Position: 2851, 3542, 2	
[7/11/18 04:02PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2851, 3536, 2	
[7/11/18 04:02PM]	Picked up an item (Id: Item [id=12158, amount=2], Amount: 2) at Position: 2850, 3537, 2	
[7/11/18 04:03PM]	Picked up an item (Id: Item [id=8844, amount=1], Amount: 1) at Position: 2853, 3540, 2	
[7/11/18 04:03PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2854, 3541, 2	
[7/11/18 04:03PM]	Picked up an item (Id: Item [id=12160, amount=2], Amount: 2) at Position: 2854, 3541, 2	
[7/11/18 04:03PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2854, 3541, 2	
[7/11/18 04:03PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2854, 3541, 2	
[7/11/18 04:03PM]	Picked up an item (Id: Item [id=869, amount=33], Amount: 33) at Position: 2854, 3541, 2	
[7/11/18 04:03PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2853, 3542, 2	
[7/11/18 04:04PM]	Dropped Item (Id: Item [id=869, amount=33], Amount: 0) at Position: 2853, 3542, 2	
[7/11/18 04:04PM]	Picked up an item (Id: Item [id=12159, amount=2], Amount: 2) at Position: 2852, 3541, 2	
[7/11/18 04:05PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2852, 3543, 2	
[7/11/18 04:05PM]	Picked up an item (Id: Item [id=12158, amount=4], Amount: 4) at Position: 2852, 3543, 2	
[7/11/18 04:06PM]	Picked up an item (Id: Item [id=8845, amount=1], Amount: 1) at Position: 2851, 3542, 2	
[7/11/18 04:06PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2857, 3542, 2	
[7/11/18 04:06PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2857, 3542, 2	
[7/11/18 04:07PM]	Picked up an item (Id: Item [id=1317, amount=1], Amount: 1) at Position: 2852, 3543, 2	
[7/11/18 04:07PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2856, 3542, 2	
[7/11/18 04:07PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2860, 3542, 2	
[7/11/18 04:08PM]	Picked up an item (Id: Item [id=1147, amount=1], Amount: 1) at Position: 2860, 3540, 2	
[7/11/18 04:08PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2860, 3540, 2	
[7/11/18 04:08PM]	Picked up an item (Id: Item [id=12159, amount=4], Amount: 4) at Position: 2860, 3540, 2	
[7/11/18 04:08PM]	Picked up an item (Id: Item [id=12160, amount=4], Amount: 4) at Position: 2853, 3537, 2	
[7/11/18 04:09PM]	Picked up an item (Id: Item [id=8846, amount=1], Amount: 1) at Position: 2851, 3535, 2	
[7/11/18 04:09PM]	Picked up an item (Id: Item [id=12159, amount=5], Amount: 5) at Position: 2852, 3534, 2	
[7/11/18 04:09PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2858, 3535, 2	
[7/11/18 04:09PM]	Picked up an item (Id: Item [id=12159, amount=1], Amount: 1) at Position: 2858, 3535, 2	
[7/11/18 04:09PM]	Picked up an item (Id: Item [id=1317, amount=1], Amount: 1) at Position: 2858, 3535, 2	
[7/11/18 04:09PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2858, 3536, 2	
[7/11/18 04:10PM]	Picked up an item (Id: Item [id=532, amount=1], Amount: 1) at Position: 2853, 3544, 2	
[7/11/18 04:10PM]	Picked up an item (Id: Item [id=12159, amount=7], Amount: 7) at Position: 2853, 3544, 2	
[7/11/18 04:10PM]	Picked up an item (Id: Item [id=12159, amount=4], Amount: 4) at Position: 2854, 3543, 2	
[7/11/18 04:11PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2856, 3542, 2	
[7/11/18 04:11PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2857, 3542, 2	
[7/11/18 04:11PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2855, 3542, 2	
[7/11/18 04:11PM]	Picked up an item (Id: Item [id=8847, amount=1], Amount: 1) at Position: 2853, 3542, 2	
[7/11/18 04:11PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2853, 3542, 2	
[7/11/18 04:12PM]	Picked up an item (Id: Item [id=1147, amount=1], Amount: 1) at Position: 2847, 3545, 2	
[7/11/18 04:13PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2855, 3544, 2	
[7/11/18 04:13PM]	Picked up an item (Id: Item [id=1147, amount=1], Amount: 1) at Position: 2855, 3544, 2	
[7/11/18 04:13PM]	Sent Private-Message to User: vali and said 'did you make chests give even more cash?'	
[7/11/18 04:14PM]	Picked up an item (Id: Item [id=12160, amount=6], Amount: 6) at Position: 2856, 3541, 2	
[7/11/18 04:14PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2855, 3542, 2	
[7/11/18 04:15PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2855, 3541, 2	
[7/11/18 04:15PM]	Picked up an item (Id: Item [id=12158, amount=5], Amount: 5) at Position: 2853, 3541, 2	
[7/11/18 04:16PM]	Recieved Private-Message from User: Vali which said 'i didn't '	
[7/11/18 04:16PM]	Recieved Private-Message from User: Vali which said 'zelazz did '	
[7/11/18 04:16PM]	Recieved Private-Message from User: Vali which said 'he said everyone was complaining '	
[7/11/18 04:16PM]	Sent Private-Message to User: vali and said 'lmao. '	
[7/11/18 04:16PM]	Sent Private-Message to User: vali and said 'it gives a fuck ton more now. '	
[7/11/18 04:16PM]	Sent Private-Message to User: vali and said '200k is like average. '	
[7/11/18 04:16PM]	Recieved Private-Message from User: Vali which said 'yeah well hes been changing shit'	
[7/11/18 04:16PM]	Recieved Private-Message from User: Vali which said 'without telling me '	
[7/11/18 04:16PM]	Sent Private-Message to User: vali and said ':\\'	
[7/11/18 04:16PM]	Sent Private-Message to User: vali and said 'we even sat there debating what was smart or not. '	
[7/11/18 04:16PM]	Sent Private-Message to User: vali and said 'it literally averages around 150-200k per chest you open. '	
[7/11/18 04:17PM]	Sent Private-Message to User: vali and said 'i liked how it was 5k-150k.'	
[7/11/18 04:17PM]	Recieved Private-Message from User: Vali which said 'same '	
[7/11/18 04:17PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2850, 3546, 0	
[7/11/18 04:18PM]	Picked up an item (Id: Item [id=1127, amount=1], Amount: 1) at Position: 2851, 3540, 0	
[7/11/18 04:18PM]	Picked up an item (Id: Item [id=1079, amount=1], Amount: 1) at Position: 2851, 3539, 0	
[7/11/18 04:18PM]	Picked up an item (Id: Item [id=1163, amount=1], Amount: 1) at Position: 2851, 3539, 0	
[7/11/18 04:18PM]	Picked up an item (Id: Item [id=8851, amount=80], Amount: 80) at Position: 2851, 3539, 0	
[7/11/18 04:18PM]	Recieved Private-Message from User: Vali which said 'i made it 5k - 150k for normal users'	
[7/11/18 04:18PM]	Recieved Private-Message from User: Vali which said 'and 10k - 250k for gold members'	
[7/11/18 04:19PM]	Picked up an item (Id: Item [id=1127, amount=1], Amount: 1) at Position: 2851, 3538, 0	
[7/11/18 04:19PM]	Picked up an item (Id: Item [id=8851, amount=80], Amount: 80) at Position: 2851, 3539, 0	
[7/11/18 04:19PM]	Picked up an item (Id: Item [id=1079, amount=1], Amount: 1) at Position: 2851, 3539, 0	
[7/11/18 04:19PM]	Picked up an item (Id: Item [id=1163, amount=1], Amount: 1) at Position: 2851, 3539, 0	
[7/11/18 04:19PM]	Picked up an item (Id: Item [id=1127, amount=1], Amount: 1) at Position: 2850, 3540, 0	
[7/11/18 04:19PM]	Picked up an item (Id: Item [id=1079, amount=1], Amount: 1) at Position: 2851, 3540, 0	
[7/11/18 04:19PM]	Picked up an item (Id: Item [id=1163, amount=1], Amount: 1) at Position: 2851, 3540, 0	
[7/11/18 04:19PM]	Picked up an item (Id: Item [id=8851, amount=80], Amount: 80) at Position: 2851, 3540, 0	
[7/11/18 04:20PM]	Picked up an item (Id: Item [id=1127, amount=1], Amount: 1) at Position: 2851, 3540, 0	
[7/11/18 04:20PM]	Picked up an item (Id: Item [id=1079, amount=1], Amount: 1) at Position: 2851, 3539, 0	
[7/11/18 04:20PM]	Picked up an item (Id: Item [id=1163, amount=1], Amount: 1) at Position: 2851, 3539, 0	
[7/11/18 04:20PM]	Picked up an item (Id: Item [id=8851, amount=80], Amount: 80) at Position: 2851, 3539, 0	
[7/11/18 04:21PM]	Picked up an item (Id: Item [id=1127, amount=1], Amount: 1) at Position: 2851, 3539, 0	
[7/11/18 04:21PM]	Picked up an item (Id: Item [id=1079, amount=1], Amount: 1) at Position: 2851, 3540, 0	
[7/11/18 04:21PM]	Picked up an item (Id: Item [id=1163, amount=1], Amount: 1) at Position: 2851, 3540, 0	
[7/11/18 04:21PM]	Picked up an item (Id: Item [id=8851, amount=80], Amount: 80) at Position: 2851, 3540, 0	
[7/11/18 04:22PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2851, 3541, 2	
[7/11/18 04:22PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2851, 3541, 2	
[7/11/18 04:22PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2850, 3537, 2	
[7/11/18 04:22PM]	Picked up an item (Id: Item [id=12158, amount=2], Amount: 2) at Position: 2850, 3537, 2	
[7/11/18 04:23PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2858, 3536, 2	
[7/11/18 04:24PM]	Picked up an item (Id: Item [id=12159, amount=4], Amount: 4) at Position: 2853, 3543, 2	
[7/11/18 04:24PM]	Picked up an item (Id: Item [id=8848, amount=1], Amount: 1) at Position: 2853, 3538, 2	
[7/11/18 04:24PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2853, 3538, 2	
[7/11/18 04:24PM]	Picked up an item (Id: Item [id=12158, amount=3], Amount: 3) at Position: 2853, 3538, 2	
[7/11/18 04:24PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2853, 3538, 2	
[7/11/18 04:24PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2853, 3538, 2	
[7/11/18 04:25PM]	Picked up an item (Id: Item [id=12158, amount=3], Amount: 3) at Position: 2853, 3542, 2	
[7/11/18 04:25PM]	Picked up an item (Id: Item [id=12159, amount=5], Amount: 5) at Position: 2858, 3542, 2	
[7/11/18 04:25PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2858, 3542, 2	
[7/11/18 04:25PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2858, 3544, 2	
[7/11/18 04:25PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2857, 3545, 2	
[7/11/18 04:25PM]	Picked up an item (Id: Item [id=12159, amount=1], Amount: 1) at Position: 2857, 3545, 2	
[7/11/18 04:25PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2859, 3542, 2	
[7/11/18 04:26PM]	Picked up an item (Id: Item [id=532, amount=1], Amount: 1) at Position: 2853, 3540, 2	
[7/11/18 04:26PM]	Picked up an item (Id: Item [id=8849, amount=1], Amount: 1) at Position: 2853, 3540, 2	
[7/11/18 04:27PM]	Picked up an item (Id: Item [id=8850, amount=1], Amount: 1) at Position: 2858, 3542, 2	
[7/11/18 04:27PM]	Picked up an item (Id: Item [id=12158, amount=7], Amount: 7) at Position: 2857, 3543, 2	
[7/11/18 04:27PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2857, 3542, 2	
[7/11/18 04:27PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2857, 3542, 2	
[7/11/18 04:28PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2859, 3542, 2	
[7/11/18 04:28PM]	Picked up an item (Id: Item [id=20072, amount=1], Amount: 1) at Position: 2858, 3544, 2	
[7/11/18 04:28PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2857, 3543, 2	
[7/11/18 04:28PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2857, 3543, 2	
[7/11/18 04:28PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2857, 3543, 2	
---[7/11/18 04:30PM]	---
Intro has given 1 Black Full Helm (G) to Turtle
Intro has given 1 Black Kiteshield (G) to Turtle
---[7/11/18 04:30PM]	---
Intro has given 1 Bat Mask to Turtle
---[7/11/18 04:30PM]	---
Intro has received 1 Black Kiteshield (G) from Turtle
---[7/11/18 04:30PM]	---
Intro has received 1 Black Platebody (T) from Turtle
Intro has received 1 A Powdered Wig from Turtle
[7/11/18 04:40PM]	Bought Item from shop (8) (Id: 9144, Amount: 10)	
[7/11/18 04:40PM]	Bought Item from shop (8) (Id: 9144, Amount: 90)	
[7/11/18 04:41PM]	Bought Item from shop (8) (Id: 9144, Amount: 400)	
[7/11/18 04:46PM]	Picked up an item (Id: Item [id=9244, amount=4], Amount: 4) at Position: 1778, 5341, 1	
[7/11/18 04:46PM]	Picked up an item (Id: Item [id=995, amount=1463], Amount: 1463) at Position: 1778, 5340, 1	
[7/11/18 04:46PM]	Picked up an item (Id: Item [id=2359, amount=3], Amount: 3) at Position: 1778, 5340, 1	
[7/11/18 04:46PM]	Picked up an item (Id: Item [id=12158, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/11/18 04:46PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/11/18 04:46PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/11/18 04:47PM]	Picked up an item (Id: Item [id=565, amount=27], Amount: 27) at Position: 1783, 5328, 1	
[7/11/18 04:47PM]	Picked up an item (Id: Item [id=9244, amount=2], Amount: 2) at Position: 1784, 5329, 1	
[7/11/18 04:47PM]	Picked up an item (Id: Item [id=892, amount=8], Amount: 8) at Position: 1784, 5329, 1	
[7/11/18 04:47PM]	Picked up an item (Id: Item [id=2359, amount=3], Amount: 3) at Position: 1784, 5329, 1	
[7/11/18 04:47PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1784, 5329, 1	
