[3/7/18 04:52AM]	Valie: f	
[7/10/18 02:35PM]	Thug: u like this server?	
[7/10/18 02:35PM]	Thug: i love like the graphics 	
[7/10/18 02:35PM]	Intro: no clue yet. 	
[7/10/18 02:35PM]	Intro: the typing on here is cancer first off.	
[7/10/18 02:36PM]	Raymond: he said the typing is cancer 	
[7/10/18 02:36PM]	Thug: what u mean 	
[7/10/18 02:36PM]	Thug: the text ?	
[7/10/18 02:36PM]	Intro: when you type too quickly, it doesn't register every key. 	
[7/10/18 02:36PM]	Intro: so it looks as if you're typonig. 	
[7/10/18 02:36PM]	Thug: really? 	
[7/10/18 02:36PM]	Intro: typoing*.	
[7/10/18 02:36PM]	Thug: let me see i am gonna keep typing nonsense	
[7/10/18 02:36PM]	Intro: either that or im cancer. 	
[7/10/18 02:36PM]	Thug: o.o	
[7/10/18 02:36PM]	Thug: i dont see	
[7/10/18 02:36PM]	Thug: oh	
[7/10/18 02:36PM]	Thug: i see what u mean 	
[7/10/18 02:36PM]	Intro: its probably me i guess. 	
[7/10/18 02:36PM]	Intro: though i shouldnt be doing that.	
[7/10/18 02:36PM]	Thug: i will tell vali	
[7/10/18 02:36PM]	Intro: lol. 	
[7/10/18 02:37PM]	Raymond: ima say it in cc	
[7/10/18 02:37PM]	Raymond: on other acc	
[7/10/18 02:37PM]	Raymond: so u reply to that	
[7/10/18 02:37PM]	Raymond: dope 	
[7/10/18 02:37PM]	Raymond: teamwork 	
[7/10/18 02:38PM]	Thug: seems like nice guy	
[7/10/18 02:38PM]	Thug: time will tell	
[7/10/18 02:38PM]	Thug: :d 	
[7/10/18 02:38PM]	Intro: don't get too excited. 	
[7/10/18 02:38PM]	Intro: yeah. 	
[7/10/18 02:38PM]	Intro: lol 	
[7/10/18 02:38PM]	Raymond: ty 	
[7/10/18 02:38PM]	Raymond: tyvm 	
[7/10/18 02:38PM]	Thug: ikr	
[7/10/18 02:38PM]	Thug: before u know it	
[7/10/18 02:38PM]	Thug: dds spec	
[7/10/18 02:38PM]	Thug: lose all bank 	
[7/10/18 02:38PM]	Thug: :p	
[7/10/18 02:38PM]	Intro: been there, done that. 	
[7/10/18 02:38PM]	Thug: hahahaha	
[7/10/18 02:38PM]	Intro: got teled on one server by an admin, killed, then banned. 	
[7/10/18 02:38PM]	Intro: for no reason.	
[7/10/18 02:38PM]	Thug: l0000000000000000000000l	
[7/10/18 02:39PM]	Raymond: fasho	
[7/10/18 02:39PM]	Intro: was ike 4 years back. 	
[7/10/18 02:39PM]	Intro: like*. 	
[7/10/18 02:39PM]	Raymond: this is how i maxed	
[7/10/18 02:39PM]	Raymond: yea deja vu	
[7/10/18 02:39PM]	Thug: i remember 	
[7/10/18 02:39PM]	Thug: rspspk 	
[7/10/18 02:39PM]	Thug: i had a clan at chaos altar 	
[7/10/18 02:39PM]	Thug: me and maybe 5 guys	
[7/10/18 02:39PM]	Thug: were destroying the server	
[7/10/18 02:39PM]	Intro: ye. 	
[7/10/18 02:39PM]	Thug: literally	
[7/10/18 02:39PM]	Thug: anyone that teled up	
[7/10/18 02:39PM]	Thug: destroying them	
[7/10/18 02:39PM]	Thug: owner teles up	
[7/10/18 02:39PM]	Thug: kills us all 1 hit	
[7/10/18 02:39PM]	Thug: with vls	
[7/10/18 02:39PM]	Intro: lolol 	
[7/10/18 02:40PM]	Raymond: boy wth	
[7/10/18 02:40PM]	Raymond: i came back	
[7/10/18 02:40PM]	Raymond: gtfo	
[7/10/18 02:40PM]	Raymond: l----l	
[7/10/18 02:40PM]	Raymond: l9k99k 	
[7/10/18 02:40PM]	Raymond: now im poisoned	
[7/10/18 02:40PM]	Raymond: gz	
[7/10/18 02:40PM]	Raymond: yea	
[7/10/18 02:40PM]	Raymond: u under atk	
[7/10/18 02:40PM]	Raymond: spawn me 176	
[7/10/18 02:40PM]	Raymond: kid	
[7/10/18 02:40PM]	Raymond: i think thats the poison code	
[7/10/18 02:40PM]	Raymond: not sure	
[7/10/18 02:41PM]	Raymond: it is 	
[7/10/18 02:41PM]	Raymond: on other servers 	
[7/10/18 02:41PM]	Raymond: o 	
[7/10/18 02:41PM]	Raymond: ty 	
[7/10/18 02:41PM]	Raymond: 6570 aswell	
[7/10/18 02:41PM]	Raymond: ty 	
[7/10/18 02:41PM]	Raymond: i think anti poison 	
[7/10/18 02:41PM]	Raymond: just give it 	
[7/10/18 02:41PM]	Raymond: dont check 	
[7/10/18 02:42PM]	Intro: this is mad od. 	
[7/10/18 02:42PM]	Intro: ll.	
[7/10/18 02:42PM]	Intro: old*. 	
[7/10/18 02:42PM]	Thug: what's old	
[7/10/18 02:42PM]	Intro: was deabting donating. 	
[7/10/18 02:42PM]	Intro: but nothings of interest in the shop.	
[7/10/18 02:42PM]	Raymond: he said 	
[7/10/18 02:42PM]	Raymond: he was debating donating	
[7/10/18 02:42PM]	Raymond: but nothing of interest	
[7/10/18 02:42PM]	Raymond: in the shop	
[7/10/18 02:42PM]	Thug: donator noob 	
[7/10/18 02:42PM]	Thug: pay2win 	
[7/10/18 02:42PM]	Thug: jk :p 	
[7/10/18 02:42PM]	Thug: what's in the shop 	
[7/10/18 02:42PM]	Thug: i havent checked	
[7/10/18 02:42PM]	Intro: trash. 	
[7/10/18 02:43PM]	Thug: ???????	
[7/10/18 02:43PM]	Thug: this sht looks good 	
[7/10/18 02:43PM]	Thug: what were u looking for loooool	
[7/10/18 02:43PM]	Raymond: idk lolo 	
[7/10/18 02:43PM]	Thug: the reason im training rn 	
[7/10/18 02:43PM]	Thug: i want to be ahead	
[7/10/18 02:43PM]	Thug: when they start the ads 	
[7/10/18 02:43PM]	Thug: :d 	
[7/10/18 02:44PM]	Thug: i didnt liek veldahar 	
[7/10/18 02:44PM]	Thug: cause when i started	
[7/10/18 02:44PM]	Thug: i was behind  	
[7/10/18 02:45PM]	Raymond: gtfo kid 	
[7/10/18 02:45PM]	Raymond: wth	
[7/10/18 02:46PM]	Raymond: go beat on somebody else 	
[7/10/18 02:46PM]	Raymond: oh yea 	
[7/10/18 02:46PM]	Raymond: can u give me sharks (4151)	
[7/10/18 02:46PM]	Raymond: ty 	
[7/10/18 02:46PM]	Raymond: and dds (dragon defender code) 	
[7/10/18 02:47PM]	Raymond: k	
[7/10/18 02:48PM]	Intro: that was difficult to respond to. 	
[7/10/18 02:48PM]	Intro: so far so good.	
[7/10/18 02:48PM]	Intro: other then the typing elay that annoys me. 	
[7/10/18 02:48PM]	Intro: delay*.	
[7/10/18 02:48PM]	Intro: raymond a staff member? 	
[7/10/18 02:48PM]	Intro: or player. 	
[7/10/18 02:49PM]	Intro: dmm vibes when i use this bow.	
[7/10/18 02:50PM]	Intro: accumulator or attractor.	
[7/10/18 02:50PM]	Intro: what works better. 	
[7/10/18 02:50PM]	Intro: thought so. 	
[7/10/18 02:51PM]	Intro: cant tell what kebbit bolts are better. 	
[7/10/18 02:51PM]	Intro: since they have same bonuses. 	
[7/10/18 02:52PM]	Intro: assumed so. 	
[7/10/18 02:52PM]	Intro: time to get 43 prayer. 	
[7/10/18 02:52PM]	Intro: then firecape.	
[7/10/18 02:53PM]	Intro: ez. 	
[7/10/18 02:53PM]	Intro: :p	
[7/10/18 02:55PM]	Thug: a rent	
[7/10/18 02:55PM]	Thug: here	
[7/10/18 02:55PM]	Intro: lit. 	
[7/10/18 03:03PM]	Thug: hey	
[7/10/18 03:03PM]	Intro: hey.	
[7/10/18 03:03PM]	Intro: jeez.	
[7/10/18 03:04PM]	Thug: wassup	
[7/10/18 03:10PM]	Intro: "have 25 friends" 	
[7/10/18 03:10PM]	Intro: thats a hit achievement.	
[7/10/18 03:10PM]	Thug: lel 	
[7/10/18 03:10PM]	Intro: shit*.	
[7/10/18 03:10PM]	Thug: add me 	
[7/10/18 03:10PM]	Thug: let me be one of the 25	
[7/10/18 03:10PM]	Intro: did. 	
[7/10/18 03:10PM]	Thug: xd 	
[7/10/18 03:10PM]	Thug: seen many servers	
[7/10/18 03:10PM]	Thug: adopt that achievement	
[7/10/18 03:10PM]	Thug: actually	
[7/10/18 03:10PM]	Intro: brb 	
[7/10/18 03:12PM]	Intro: bless u.	
[7/10/18 03:12PM]	Intro: the movement. 	
[7/10/18 03:12PM]	Intro: rite.	
[7/10/18 03:12PM]	Intro: its like. 	
[7/10/18 03:13PM]	Intro: you follow him.	
[7/10/18 03:13PM]	Intro: yeah. 	
[7/10/18 03:13PM]	Intro: lol. 	
[7/10/18 03:13PM]	Intro: time for fire cape. 	
[7/10/18 03:16PM]	Intro: ret. 	
[7/10/18 03:16PM]	Intro: rekt. 	
[7/10/18 03:16PM]	Intro: i saw that 30.	
[7/10/18 03:16PM]	Intro: o i got hit a 43 through prayer by the mage. 	
[7/10/18 03:16PM]	Intro: and the ranger just wouldnt die.	
[7/10/18 03:16PM]	Intro: even after redbarring him, i'ma try again. 	
[7/10/18 03:16PM]	Intro: see if it was a fuck up. 	
[7/10/18 03:19PM]	Intro: can't see the cunts hp bars.	
[7/10/18 03:19PM]	Intro: i don't think you can help. 	
[7/10/18 03:19PM]	Intro: can you. 	
[7/10/18 03:20PM]	Intro: i feel like these hav more then 80hp. 	
[7/10/18 03:20PM]	Intro: yeah. 	
[7/10/18 03:20PM]	Intro: aint no way im making it for the 24 waves or whatever.	
[7/10/18 03:20PM]	Intro: the first wave fucked me. 	
[7/10/18 03:21PM]	Intro: plus im being a bit nutty, without sweets or brews. 	
[7/10/18 03:21PM]	Intro: lol 	
[7/10/18 03:21PM]	Intro: uh.	
[7/10/18 03:22PM]	Intro: couldnt tell you.	
[7/10/18 03:22PM]	Intro: okay fat boy, you shouldnt have passed that corner.	
[7/10/18 03:23PM]	Intro: might just wait till later in the game to get fc. 	
[7/10/18 03:23PM]	Intro: when i have d bolts (e) and etc. 	
[7/10/18 03:24PM]	Intro: takes too long with the gear i currently have.	
[7/10/18 03:24PM]	Intro: won't lie. 	
[7/10/18 03:24PM]	Intro: l0l0l0l0l0l0l 	
[7/10/18 03:25PM]	Intro: pretty sure the rooms glitched. 	
[7/10/18 03:26PM]	Intro: sad, you owe me cape.	
[7/10/18 03:26PM]	Intro: lmao kidding. 	
[7/10/18 03:27PM]	Intro: just relogged.	
[7/10/18 03:27PM]	Intro: yeah. 	
[7/10/18 03:27PM]	Intro: back to the good ol kebbit bolt spam.	
[7/10/18 03:28PM]	Intro: o fuck. 	
[7/10/18 03:29PM]	Intro: o 	
[7/10/18 03:29PM]	Intro: lol 	
[7/10/18 03:29PM]	Intro: he can't hit me.	
[7/10/18 03:29PM]	Intro: holy shit.	
[7/10/18 03:29PM]	Intro: wtf just happened.	
[7/10/18 03:29PM]	Intro: i 1hped. 	
[7/10/18 03:29PM]	Intro: l0l	
[7/10/18 03:29PM]	Intro: there went the last of my food pretty much. 	
[7/10/18 03:29PM]	Intro: lmaoooo.	
[7/10/18 03:30PM]	Intro: i don't get what hit me for the 20's.	
[7/10/18 03:30PM]	Intro: it was spam 20's too.	
[7/10/18 03:30PM]	Intro: bro.	
[7/10/18 03:31PM]	Intro: look into the level 22's. 	
[7/10/18 03:31PM]	Intro: they hit me for 26's.	
[7/10/18 03:31PM]	Intro: ima let this fucker kill me, i'm out of supplies.	
[7/10/18 03:31PM]	Intro: yes.	
[7/10/18 03:31PM]	Intro: the bat.	
[7/10/18 03:31PM]	Intro: hits for 26's. 	
[7/10/18 03:31PM]	Intro: i was wondering what dicked me so hard. 	
[7/10/18 03:32PM]	Intro: 320 tokkul. 	
[7/10/18 03:32PM]	Intro: gag. 	
[7/10/18 03:32PM]	Intro: kk.	
[7/10/18 03:37PM]	Raymond: hey	
[7/10/18 03:38PM]	Intro: ones clue caskets.	
[7/10/18 03:38PM]	Intro: ones chest for coins. 	
[7/10/18 03:38PM]	Intro: got my wig from the clue casket. 	
[7/10/18 03:38PM]	Intro: lol. 	
[7/10/18 03:39PM]	Intro: ye 	
[7/10/18 03:39PM]	Intro: these fuckers hit fast.	
[7/10/18 03:40PM]	Intro: seeds hard to get?	
[7/10/18 03:40PM]	Intro: or buyable from shop.	
[7/10/18 03:41PM]	Intro: oh good.	
[7/10/18 03:41PM]	Intro: glad im collecting seeds then.	
[7/10/18 03:42PM]	Intro: idk why i open these chests.	
[7/10/18 03:42PM]	Intro: 25k is drop worthy lol.	
[7/10/18 03:42PM]	Intro: yeah. 	
[7/10/18 03:43PM]	Intro: or keep it at 25k.	
[7/10/18 03:43PM]	Intro: and make a rare chance at 50k.	
[7/10/18 03:43PM]	Intro: that'd be nice. 	
[7/10/18 03:45PM]	Intro: all the  drops. 	
[7/10/18 03:45PM]	Intro: yes.	
[7/10/18 03:46PM]	Intro: toggle it. 	
[7/10/18 03:46PM]	Intro: that'd be nice. 	
[7/10/18 03:48PM]	Intro: forgot to grab a slayer gem.	
[7/10/18 03:48PM]	Intro: lmao. 	
[7/10/18 03:48PM]	Intro: o 	
[7/10/18 03:49PM]	Intro: first chest, 80k.	
[7/10/18 03:49PM]	Intro: lol 	
[7/10/18 03:51PM]	Intro: ruuunnn 	
[7/10/18 03:52PM]	Intro: kekeke. 	
[7/10/18 03:52PM]	Intro: kk.	
[7/10/18 03:52PM]	Intro: no worries. 	
[7/10/18 03:58PM]	Thug: u know	
[7/10/18 03:58PM]	Thug: what u should do 	
[7/10/18 03:58PM]	Thug: make a series for here or something	
[7/10/18 03:58PM]	Thug: or a video 	
[7/10/18 03:58PM]	Thug: maybe it will bring players 	
[7/10/18 03:58PM]	Intro: idk.	
[7/10/18 03:58PM]	Thug: before ads	
[7/10/18 03:58PM]	Thug: o.o	
[7/10/18 03:58PM]	Intro: was debating it.	
[7/10/18 03:58PM]	Thug: would be sick 	
[7/10/18 03:59PM]	Thug: atleast i think so 	
[7/10/18 04:15PM]	Thug: hot 	
[7/10/18 04:21PM]	Raymond: .gyes	
[7/10/18 04:37PM]	Raymond: 55	
[7/10/18 04:37PM]	Raymond: hmm 	
[7/10/18 05:57PM]	Pops: ayeee	
[7/10/18 05:57PM]	Daddy: ayy 	
[7/10/18 05:57PM]	Daddy: i just did a barrows run 	
[7/10/18 05:57PM]	Pops: hiopw was it 	
[7/10/18 05:58PM]	Daddy: good 	
[7/10/18 05:58PM]	Daddy: got 140kc ash 	
[7/10/18 05:58PM]	Daddy: and some runes 	
[7/10/18 05:58PM]	Pops: ayyyye	
[7/10/18 05:58PM]	Pops: thats sweet	
[7/10/18 05:58PM]	Pops: how do you make amulets?	
[7/10/18 05:58PM]	Daddy: i see the blinker 	
[7/10/18 05:58PM]	Daddy: on your familiar 	
[7/10/18 05:58PM]	Daddy: gonna have to fix that	
[7/10/18 05:58PM]	Daddy: :p	
[7/10/18 05:58PM]	Pops: oo	
[7/10/18 05:58PM]	Daddy: oo	
[7/10/18 05:58PM]	Daddy: come	
[7/10/18 05:58PM]	Daddy: crafting guild	
[7/10/18 05:58PM]	Daddy: ill show u 	
[7/10/18 05:58PM]	Pops: i guess you just see on others 	
[7/10/18 05:59PM]	Daddy: oven 	
[7/10/18 05:59PM]	Pops: ooooh 	
[7/10/18 05:59PM]	Daddy: amulets on the bottom	
[7/10/18 05:59PM]	Pops: nicee	
[7/10/18 05:59PM]	Daddy: also theres a bug right now 	
[7/10/18 05:59PM]	Daddy: if you press spacebar 	
[7/10/18 05:59PM]	Daddy: with an interface open	
[7/10/18 05:59PM]	Daddy: it closes it 	
[7/10/18 05:59PM]	Pops:  ooh	
[7/10/18 05:59PM]	Pops: yeah 	
[7/10/18 05:59PM]	Daddy: it's because of the 	
[7/10/18 05:59PM]	Daddy: press spacebar to skip dialogue\	
[7/10/18 06:00PM]	Daddy: it's just closing interfaces it shouldn't	
[7/10/18 06:17PM]	Daddy: 1,300 xp per hit	
[7/10/18 06:17PM]	Daddy: 1,250	
[7/10/18 06:26PM]	Daddy: 5,000 or 125,000	
[7/10/18 06:40PM]	Foxx: sup	
[7/10/18 06:40PM]	Foxx: npp 	
[7/10/18 06:40PM]	Foxx: 30$ :p 	
[7/10/18 06:40PM]	Foxx: ima do more tmrwe 	
[7/10/18 06:40PM]	Foxx: **tmrw	
[7/10/18 06:41PM]	Foxx: npnp	
[7/10/18 06:41PM]	Foxx: mhmmm 	
[7/10/18 06:41PM]	Foxx: ight man thanks	
[7/10/18 10:06PM]	Raymond: hey	
[7/10/18 10:06PM]	Pops: hey dude 	
[7/10/18 10:23PM]	Turtle: pops, range is best for dragons	
[7/10/18 10:23PM]	Turtle: btw :p	
[7/10/18 10:24PM]	Turtle: sell me ur coal 	
[7/10/18 10:24PM]	Turtle:  :) 	
[7/10/18 10:36PM]	Turtle: welcome :d	
[7/10/18 10:36PM]	Turtle: :[)	
[7/10/18 10:48PM]	Turtle: suh 	
[7/10/18 10:48PM]	Thug: hey	
[7/10/18 10:49PM]	Turtle: i want an onyx 	
[7/10/18 10:50PM]	Thug: me2 	
[7/10/18 10:50PM]	Turtle: got any coal? 	
[7/10/18 10:50PM]	Turtle: cause ill buy, 2k ea	
[7/10/18 10:59PM]	Turtle: woot 	
[7/10/18 10:59PM]	Turtle: 1000 total level 	
[7/10/18 10:59PM]	Thug: gz	
[7/10/18 10:59PM]	Turtle: shanks 	
[7/10/18 11:12PM]	Turtle: raymond 	
[7/10/18 11:12PM]	Turtle: sell me yo dbones ;) 	
[7/10/18 11:12PM]	Raymond: hey	
[7/10/18 11:12PM]	Raymond: nothankl 	
[7/10/18 11:12PM]	Turtle: :(	
[7/10/18 11:12PM]	Raymond: nothanks 	
[7/10/18 11:12PM]	Raymond: :d 	
[7/10/18 11:12PM]	Turtle: i cry 	
[7/11/18 12:28AM]	Pops: sure	
[7/11/18 01:26AM]	Thug: daddy and pops 	
[7/11/18 01:26AM]	Thug: same person? 	
[7/11/18 01:26AM]	Daddy: no	
[7/11/18 01:26AM]	Daddy: lol 	
[7/11/18 01:26AM]	Thug: i see 	
[7/11/18 01:26AM]	Daddy: we are doing barrows	
[7/11/18 01:26AM]	Pops: haha	
[7/11/18 01:26AM]	Daddy: :p	
[7/11/18 01:26AM]	Thug: kc for ah top ?	
[7/11/18 01:27AM]	Pops: 13	
[7/11/18 01:27AM]	Thug: nice 	
[7/11/18 01:27AM]	Thug: have fun	
[7/11/18 01:27AM]	Thug: gl 	
[7/11/18 01:27AM]	Daddy: ty 	
[7/11/18 01:37AM]	Daddy: pops just got ahrims staff 	
[7/11/18 01:37AM]	Daddy: i got runes lol	
[7/11/18 01:37AM]	Thug: dope 	
[7/11/18 01:37AM]	Thug: how long did the kc take 	
[7/11/18 01:37AM]	Thug: how long did the kill take	
[7/11/18 01:37AM]	Thug: the 6 kills 	
[7/11/18 01:37AM]	Thug: the run*** 	
[7/11/18 01:38AM]	Daddy: like 5minutes or more 	
[7/11/18 01:38AM]	Thug: nb 	
[7/11/18 01:38AM]	Daddy: vali said	
[7/11/18 01:38AM]	Thug: mage the easiest ? 	
[7/11/18 01:38AM]	Daddy: hes making it so the doors 	
[7/11/18 01:38AM]	Daddy: you have to go through them	
[7/11/18 01:38AM]	Daddy: etc	
[7/11/18 01:38AM]	Daddy: and get killcount	
[7/11/18 01:38AM]	Thug: ah	
[7/11/18 01:38AM]	Daddy: right now it just takes u to the end	
[7/11/18 01:38AM]	Daddy: magic is the easiest yeah 	
[7/11/18 01:38AM]	Daddy: melee is inaccurate	
[7/11/18 01:38AM]	Daddy: except i meele karils and ahrims	
[7/11/18 01:38AM]	Thug: mhm 	
[7/11/18 01:39AM]	Daddy: i got hammas 	
[7/11/18 01:39AM]	Thug: nice 	
[7/11/18 01:39AM]	Daddy: not today tho	
[7/11/18 01:39AM]	Daddy: yesterday 	
[7/11/18 01:39AM]	Daddy: im dry	
[7/11/18 01:39AM]	Daddy: atm	
[7/11/18 01:44AM]	Thug: 8-9m or something 	
[7/11/18 01:44AM]	Thug: yea	
[7/11/18 01:44AM]	Thug: thieving isn super crazy cash	
[7/11/18 01:44AM]	Thug: dope. 	
[7/11/18 01:45AM]	Thug: 8-9m and i've been at it for a good couple of hours 	
[7/11/18 01:45AM]	Thug: 4+	
[7/11/18 01:45AM]	Thug: close to 200k an inve 	
[7/11/18 01:45AM]	Thug: onyx would be od	
[7/11/18 01:45AM]	Thug: onyx rn would be op	
[7/11/18 01:46AM]	Thug: sheesh	
[7/11/18 01:46AM]	Thug: what's the crafting level needed for it	
[7/11/18 01:46AM]	Thug: rofl 	
[7/11/18 01:46AM]	Thug: geez	
[7/11/18 01:46AM]	Thug: how long has the server been out?	
[7/11/18 01:46AM]	Thug: topic said 5th 	
[7/11/18 01:47AM]	Thug: thread was released	
[7/11/18 01:47AM]	Thug: atleast 	
[7/11/18 01:47AM]	Thug: and 91	
[7/11/18 01:47AM]	Thug: ah	
[7/11/18 01:47AM]	Thug: so nearly a week. 	
[7/11/18 01:47AM]	Thug: nb. 	
[7/11/18 01:48AM]	Thug: sheesh	
[7/11/18 01:48AM]	Raymond: u 	
[7/11/18 02:13AM]	Thug: gonna xfer gp	
[7/11/18 02:13AM]	Thug: 1 sec 	
[7/11/18 02:13AM]	Thug: false alarm 	
[7/11/18 02:13AM]	Thug: client loading	
[7/11/18 03:16AM]	Daddy: l 	
[7/11/18 06:05AM]	Plug: hm 	
[7/11/18 07:16AM]	Plug: 500	
[7/11/18 07:17AM]	Plug: 50500	
[7/11/18 10:58AM]	Raymond: l 	
[7/11/18 11:08AM]	Thug: hey	
[7/11/18 11:09AM]	Turtle: you still at this?	
[7/11/18 11:09AM]	Turtle: x[)	
[7/11/18 11:09AM]	Thug: yea	
[7/11/18 11:09AM]	Thug: forget sleep 	
[7/11/18 11:10AM]	Turtle: theiving lvl? 	
[7/11/18 11:10AM]	Thug: 95	
[7/11/18 11:10AM]	Turtle: dang 	
[7/11/18 11:10AM]	Thug: onyx plz	
[7/11/18 11:10AM]	Turtle: ikr	
[7/11/18 11:11AM]	Turtle: its 1:3000	
[7/11/18 11:11AM]	Turtle: btw 	
[7/11/18 11:11AM]	Thug: geez	
[7/11/18 11:22AM]	Turtle: aye	
[7/11/18 11:22AM]	Turtle: hows it goin	
[7/11/18 11:22AM]	Thug: hy 	
[7/11/18 11:22AM]	Thug: hey	
[7/11/18 11:22AM]	Turtle: change smithing exp yet?	
[7/11/18 11:22AM]	Turtle: ;)	
[7/11/18 11:22AM]	Turtle: do smithing ores	
[7/11/18 11:23AM]	Turtle: correlate to mining ores? 	
[7/11/18 11:23AM]	Turtle: exp wise 	
[7/11/18 11:23AM]	Turtle: all that matters 	
[7/11/18 11:23AM]	Turtle: x[)	
[7/11/18 11:23AM]	Turtle: prices too  	
[7/11/18 11:23AM]	Turtle: ?	
[7/11/18 11:30AM]	Turtle: ty 	
[7/11/18 11:30AM]	Raymond: ty 	
[7/11/18 11:35AM]	Turtle: zela, when is next update?	
[7/11/18 11:36AM]	Turtle: sick	
[7/11/18 11:36AM]	Turtle: oh btw	
[7/11/18 11:36AM]	Turtle: the lobby before you enter into game	
[7/11/18 11:37AM]	Turtle: says runelocus	
[7/11/18 11:38AM]	Thug: after ths next nve 	
[7/11/18 11:38AM]	Thug: ima break	
[7/11/18 11:38AM]	Turtle: for sure lmao 	
[7/11/18 11:38AM]	Thug: dead irl	
[7/11/18 11:38AM]	Turtle: go to sleep 	
[7/11/18 11:40AM]	Thug: pce out 	
[7/11/18 11:40AM]	Turtle: pce 	
[7/11/18 11:42AM]	Raymond: want more col?	
[7/11/18 11:42AM]	Raymond: coal* 	
[7/11/18 11:42AM]	Turtle: hm u got	
[7/11/18 11:42AM]	Raymond: got 200 more. 	
[7/11/18 11:42AM]	Turtle: jesus	
[7/11/18 11:42AM]	Turtle: from what	
[7/11/18 11:42AM]	Turtle: you mining them? 	
[7/11/18 11:42AM]	Raymond: why 	
[7/11/18 11:43AM]	Raymond: do you keep declining	
[7/11/18 11:43AM]	Raymond: o.o	
[7/11/18 11:43AM]	Turtle: its not me 	
[7/11/18 11:43AM]	Turtle: its u 	
[7/11/18 11:43AM]	Turtle: oo	
[7/11/18 11:43AM]	Raymond: glitch maybe 	
[7/11/18 11:43AM]	Turtle: relog	
[7/11/18 11:44AM]	Turtle: weird	
[7/11/18 11:44AM]	Turtle: ??	
[7/11/18 11:44AM]	Raymond: ty 	
[7/11/18 11:44AM]	Turtle: there we go 	
[7/11/18 11:44AM]	Raymond: geez	
[7/11/18 11:44AM]	Turtle: what you getting this coal from?	
[7/11/18 11:44AM]	Raymond: cysta 	
[7/11/18 11:44AM]	Raymond: crystal chest	
[7/11/18 11:44AM]	Turtle: ouu 	
[7/11/18 11:54AM]	Turtle: free stuff pl0x 	
[7/11/18 12:03PM]	Turtle: 97	
[7/11/18 12:03PM]	Turtle: fml 	
[7/11/18 12:03PM]	Thug: lol 	
[7/11/18 12:03PM]	Turtle: so close 	
[7/11/18 12:03PM]	Thug: shit hurts	
[7/11/18 12:03PM]	Thug: ikr	
[7/11/18 12:03PM]	Thug: 98	
[7/11/18 12:04PM]	Thug: what's your cash stack at 	
[7/11/18 12:04PM]	Turtle: almost 14m	
[7/11/18 12:04PM]	Thug: oo	
[7/11/18 12:04PM]	Thug: nice 	
[7/11/18 12:04PM]	Thug: give me that 	
[7/11/18 12:04PM]	Turtle: boutta drop all of it into summoning tho	
[7/11/18 12:04PM]	Turtle: lma	
[7/11/18 12:04PM]	Thug: lol how	
[7/11/18 12:04PM]	Thug: not like you can buy charms	
[7/11/18 12:04PM]	Thug: :p	
[7/11/18 12:04PM]	Turtle: shards, etc 	
[7/11/18 12:04PM]	Turtle: and boutta drop it into 99 smithing too 	
[7/11/18 12:04PM]	Thug: its charms to obelisk 	
[7/11/18 12:04PM]	Thug: to level summning 	
[7/11/18 12:05PM]	Turtle: oo	
[7/11/18 12:05PM]	Turtle: it is? 	
[7/11/18 12:05PM]	Thug: yea	
[7/11/18 12:05PM]	Turtle: not making pouches? 	
[7/11/18 12:05PM]	Thug: thats what vali said	
[7/11/18 12:05PM]	Thug: nope 	
[7/11/18 12:05PM]	Thug: charms to obelisk 	
[7/11/18 12:05PM]	Thug: thats all 	
[7/11/18 12:05PM]	Turtle: ooof 	
[7/11/18 12:05PM]	Turtle: didnt know	
[7/11/18 12:05PM]	Turtle: zela, prices being a lil buffed too?	
[7/11/18 12:05PM]	Turtle: for cash flow 	
[7/11/18 12:05PM]	Thug: so keep your shards :money	
[7/11/18 12:05PM]	Thug: and spend in smithing	
[7/11/18 12:05PM]	Thug: :d 	
[7/11/18 12:05PM]	Turtle: selling items back t gen store	
[7/11/18 12:05PM]	Turtle: like dbones, etc	
[7/11/18 12:05PM]	Thug: boy 	
[7/11/18 12:06PM]	Thug: dont sell dbones to gen store 	
[7/11/18 12:06PM]	Turtle: sick	
[7/11/18 12:06PM]	Turtle: :[)	
[7/11/18 12:06PM]	Turtle: thug 	
[7/11/18 12:06PM]	Turtle: its to get a steady cash flow	
[7/11/18 12:06PM]	Thug: i c	
[7/11/18 12:06PM]	Thug: you sell to gen store 	
[7/11/18 12:06PM]	Thug: i will buy 	
[7/11/18 12:06PM]	Thug: :d 	
[7/11/18 12:06PM]	Turtle: no really good ways to make money rn	
[7/11/18 12:06PM]	Thug: thieving	
[7/11/18 12:06PM]	Thug: :d 	
[7/11/18 12:06PM]	Turtle: and with all the content soon to be put in	
[7/11/18 12:06PM]	Turtle: cash wont mean shit :p 	
[7/11/18 12:06PM]	Thug: loool 	
[7/11/18 12:06PM]	Turtle: its true	
[7/11/18 12:07PM]	Turtle: if we got rare drops but no cash	
[7/11/18 12:07PM]	Turtle: cash isnt worth anything	
[7/11/18 12:07PM]	Thug: true	
[7/11/18 12:09PM]	Turtle: plz onyx	
[7/11/18 12:09PM]	Turtle: sweet :[) 	
[7/11/18 12:09PM]	Thug: haa 	
[7/11/18 12:09PM]	Thug: onyx me please	
