[7/10/18 02:00PM]	Sent Private-Message to User: vali and said 'hey'	
[7/11/18 01:55AM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2861, 9778, 0	
[7/11/18 01:56AM]	Dropped Item (Id: Item [id=249, amount=1], Amount: 92540) at Position: 2865, 9778, 0	
[7/11/18 01:57AM]	Dropped Item (Id: Item [id=554, amount=291], Amount: 0) at Position: 2864, 9766, 0	
[7/11/18 01:58AM]	Picked up an item (Id: Item [id=1113, amount=1], Amount: 1) at Position: 2864, 9768, 0	
[7/11/18 01:58AM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2863, 9767, 0	
[7/11/18 01:58AM]	Picked up an item (Id: Item [id=12160, amount=7], Amount: 7) at Position: 2862, 9781, 0	
[7/11/18 01:59AM]	Picked up an item (Id: Item [id=12158, amount=5], Amount: 5) at Position: 2870, 9784, 0	
[7/11/18 02:01AM]	Sold Item to shop (Id: 1361, Amount: 1)	
[7/11/18 02:01AM]	Sold Item to shop (Id: 1113, Amount: 1)	
[7/11/18 02:01AM]	Bought Item from shop (8) (Id: 2497, Amount: 1)	
[7/11/18 02:01AM]	Bought Item from shop (27) (Id: 2452, Amount: 1)	
[7/11/18 02:01AM]	Bought Item from shop (27) (Id: 379, Amount: 8)	
[7/11/18 02:03AM]	Bought Item from shop (23) (Id: 4393, Amount: 1)	
[7/11/18 02:03AM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 3087, 3511, 0	
[7/11/18 02:03AM]	Dropped Item (Id: Item [id=1007, amount=1], Amount: 1) at Position: 3086, 3510, 0	
[7/11/18 02:04AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2974, 3607, 0	
[7/11/18 02:05AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2975, 3606, 0	
[7/11/18 02:05AM]	Picked up an item (Id: Item [id=12158, amount=2], Amount: 2) at Position: 2976, 3606, 0	
[7/11/18 02:05AM]	Picked up an item (Id: Item [id=1213, amount=1], Amount: 1) at Position: 2976, 3606, 0	
[7/11/18 02:05AM]	Picked up an item (Id: Item [id=12158, amount=4], Amount: 4) at Position: 2972, 3617, 0	
[7/11/18 02:05AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2972, 3618, 0	
[7/11/18 02:06AM]	Picked up an item (Id: Item [id=365, amount=1], Amount: 1) at Position: 2972, 3615, 0	
[7/11/18 02:06AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2973, 3614, 0	
---[7/11/18 02:06AM]	---
Raymond has given 10 Uncut Ruby to Thug
Raymond has given 1 Uncut Dragonstone to Thug
[7/11/18 02:09AM]	Dropped Item (Id: Item [id=249, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:09AM]	Dropped Item (Id: Item [id=249, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:09AM]	Dropped Item (Id: Item [id=249, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:09AM]	Dropped Item (Id: Item [id=249, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:09AM]	Dropped Item (Id: Item [id=249, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:09AM]	Dropped Item (Id: Item [id=249, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:09AM]	Dropped Item (Id: Item [id=249, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:09AM]	Dropped Item (Id: Item [id=249, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:09AM]	Dropped Item (Id: Item [id=249, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:09AM]	Dropped Item (Id: Item [id=249, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:09AM]	Dropped Item (Id: Item [id=230, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:09AM]	Dropped Item (Id: Item [id=250, amount=2], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:09AM]	Dropped Item (Id: Item [id=249, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=1068, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=1096, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=1130, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=3106, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=1324, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=1838, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=3842, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=1116, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Picked up an item (Id: Item [id=3842, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=882, amount=225], Amount: 0) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=250, amount=9], Amount: 0) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=186, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=182, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=209, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Picked up an item (Id: Item [id=182, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Picked up an item (Id: Item [id=209, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=182, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=209, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=842, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=208, amount=2], Amount: 0) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=555, amount=200], Amount: 0) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=230, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=558, amount=365], Amount: 0) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=578, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=580, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=1012, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=1856, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=1514, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=1380, amount=1], Amount: 1) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=556, amount=332], Amount: 0) at Position: 3097, 3496, 0	
[7/11/18 02:10AM]	Dropped Item (Id: Item [id=557, amount=200], Amount: 0) at Position: 3097, 3496, 0	
---[7/11/18 02:14AM]	---
Raymond has received 2026589 Coins from Thug
[7/11/18 11:01AM]	Bought Item from shop (27) (Id: 379, Amount: 10)	
[7/11/18 11:01AM]	Bought Item from shop (27) (Id: 7946, Amount: 1)	
[7/11/18 11:01AM]	Bought Item from shop (27) (Id: 7946, Amount: 5)	
[7/11/18 11:01AM]	Bought Item from shop (9) (Id: 554, Amount: 500)	
[7/11/18 11:02AM]	Bought Item from shop (9) (Id: 554, Amount: 500)	
[7/11/18 11:02AM]	Bought Item from shop (13) (Id: 227, Amount: 500)	
[7/11/18 11:03AM]	Bought Item from shop (13) (Id: 227, Amount: 500)	
[7/11/18 11:03AM]	Dropped Item (Id: Item [id=227, amount=1], Amount: 1) at Position: 3084, 3500, 0	
[7/11/18 11:03AM]	Dropped Item (Id: Item [id=227, amount=1], Amount: 1) at Position: 3084, 3496, 0	
[7/11/18 11:03AM]	Dropped Item (Id: Item [id=227, amount=1], Amount: 1) at Position: 3090, 3491, 0	
[7/11/18 11:03AM]	Dropped Item (Id: Item [id=227, amount=1], Amount: 1) at Position: 3091, 3493, 0	
[7/11/18 11:03AM]	Dropped Item (Id: Item [id=227, amount=1], Amount: 1) at Position: 3091, 3493, 0	
[7/11/18 11:07AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2864, 9770, 0	
[7/11/18 11:08AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2861, 9779, 0	
[7/11/18 11:13AM]	Picked up an item (Id: Item [id=12160, amount=3], Amount: 3) at Position: 2864, 9768, 0	
[7/11/18 11:13AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2863, 9768, 0	
[7/11/18 11:14AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2860, 9778, 0	
[7/11/18 11:15AM]	Picked up an item (Id: Item [id=12160, amount=5], Amount: 5) at Position: 2869, 9777, 0	
[7/11/18 11:16AM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2860, 9780, 0	
[7/11/18 11:17AM]	Picked up an item (Id: Item [id=203, amount=1], Amount: 1) at Position: 2869, 9773, 0	
[7/11/18 11:17AM]	Picked up an item (Id: Item [id=12159, amount=3], Amount: 3) at Position: 2869, 9774, 0	
[7/11/18 11:17AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2869, 9774, 0	
[7/11/18 11:17AM]	Dropped Item (Id: Item [id=203, amount=1], Amount: 1) at Position: 2869, 9774, 0	
[7/11/18 11:19AM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2862, 9770, 0	
[7/11/18 11:19AM]	Dropped Item (Id: Item [id=10404, amount=1], Amount: 1) at Position: 2869, 9773, 0	
[7/11/18 11:20AM]	Picked up an item (Id: Item [id=12160, amount=3], Amount: 3) at Position: 2870, 9775, 0	
[7/11/18 11:20AM]	Picked up an item (Id: Item [id=12160, amount=3], Amount: 3) at Position: 2869, 9774, 0	
[7/11/18 11:21AM]	Picked up an item (Id: Item [id=12160, amount=3], Amount: 3) at Position: 2859, 9781, 0	
[7/11/18 11:22AM]	Picked up an item (Id: Item [id=1147, amount=1], Amount: 1) at Position: 2869, 9775, 0	
[7/11/18 11:24AM]	Picked up an item (Id: Item [id=12160, amount=4], Amount: 4) at Position: 2860, 9781, 0	
[7/11/18 11:25AM]	Picked up an item (Id: Item [id=1147, amount=1], Amount: 1) at Position: 2861, 9769, 0	
[7/11/18 11:25AM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2861, 9768, 0	
[7/11/18 11:25AM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2868, 9772, 0	
[7/11/18 11:26AM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2868, 9772, 0	
[7/11/18 11:27AM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2870, 9775, 0	
[7/11/18 11:27AM]	Picked up an item (Id: Item [id=1365, amount=1], Amount: 1) at Position: 2870, 9776, 0	
[7/11/18 11:27AM]	Picked up an item (Id: Item [id=12158, amount=7], Amount: 7) at Position: 2870, 9776, 0	
[7/11/18 11:27AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2870, 9776, 0	
[7/11/18 11:29AM]	Picked up an item (Id: Item [id=12163, amount=4], Amount: 4) at Position: 2859, 9780, 0	
[7/11/18 11:29AM]	Dropped Item (Id: Item [id=1365, amount=1], Amount: 1) at Position: 2871, 9779, 0	
---[7/11/18 11:30AM]	---
Raymond has given 400 Coal to Turtle
---[7/11/18 11:30AM]	---
Raymond has received 800000 Coins from Turtle
[7/11/18 11:35AM]	Picked up an item (Id: Item [id=1213, amount=1], Amount: 1) at Position: 2189, 3148, 0	
[7/11/18 11:35AM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2189, 3148, 0	
[7/11/18 11:35AM]	Picked up an item (Id: Item [id=12159, amount=2], Amount: 2) at Position: 2189, 3148, 0	
[7/11/18 11:35AM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2190, 3148, 0	
[7/11/18 11:35AM]	Picked up an item (Id: Item [id=12159, amount=6], Amount: 6) at Position: 2188, 3153, 0	
[7/11/18 11:36AM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2187, 3154, 0	
[7/11/18 11:36AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2187, 3154, 0	
[7/11/18 11:37AM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2187, 3155, 0	
[7/11/18 11:37AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2187, 3156, 0	
[7/11/18 11:37AM]	Picked up an item (Id: Item [id=386, amount=1], Amount: 1) at Position: 2187, 3156, 0	
[7/11/18 11:37AM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2188, 3152, 0	
[7/11/18 11:37AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2189, 3151, 0	
[7/11/18 11:38AM]	Picked up an item (Id: Item [id=12160, amount=6], Amount: 6) at Position: 2187, 3151, 0	
[7/11/18 11:38AM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2186, 3151, 0	
[7/11/18 11:38AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2187, 3151, 0	
[7/11/18 11:39AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2187, 3152, 0	
[7/11/18 11:40AM]	Picked up an item (Id: Item [id=12158, amount=6], Amount: 6) at Position: 2186, 3151, 0	
[7/11/18 11:42AM]	Dropped Item (Id: Item [id=228, amount=250], Amount: 0) at Position: 3099, 3511, 0	
---[7/11/18 11:44AM]	---
Raymond has received 400000 Coins from Turtle
---[7/11/18 11:44AM]	---
Raymond has given 200 Coal to Turtle
[7/11/18 11:44AM]	Bought Item from shop (27) (Id: 6686, Amount: 1)	
[7/11/18 11:44AM]	Bought Item from shop (27) (Id: 6686, Amount: 1)	
[7/11/18 11:44AM]	Bought Item from shop (27) (Id: 6686, Amount: 1)	
[7/11/18 11:44AM]	Bought Item from shop (27) (Id: 6686, Amount: 1)	
[7/11/18 11:45AM]	Bought Item from shop (27) (Id: 6686, Amount: 1)	
[7/11/18 11:45AM]	Bought Item from shop (27) (Id: 3025, Amount: 1)	
[7/11/18 11:45AM]	Bought Item from shop (27) (Id: 3025, Amount: 1)	
[7/11/18 11:45AM]	Bought Item from shop (27) (Id: 3025, Amount: 1)	
[7/11/18 11:45AM]	Bought Item from shop (27) (Id: 3040, Amount: 1)	
[7/11/18 11:45AM]	Bought Item from shop (27) (Id: 386, Amount: 100)	
[7/11/18 11:45AM]	Bought Item from shop (27) (Id: 1712, Amount: 1)	
[7/11/18 11:45AM]	Bought Item from shop (8) (Id: 9144, Amount: 200)	
[7/11/18 11:51AM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 3085, 3504, 0	
[7/11/18 11:51AM]	Bought Item from shop (27) (Id: 2444, Amount: 1)	
[7/11/18 11:51AM]	Bought Item from shop (27) (Id: 2444, Amount: 1)	
[7/11/18 11:54AM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2898, 5265, 0	
[7/11/18 11:58AM]	Picked up an item (Id: Item [id=811, amount=42], Amount: 42) at Position: 2896, 5265, 0	
[7/11/18 11:58AM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2897, 5264, 0	
[7/11/18 11:58AM]	Picked up an item (Id: Item [id=3024, amount=3], Amount: 3) at Position: 2897, 5264, 0	
[7/11/18 12:07PM]	Picked up an item (Id: Item [id=995, amount=24453], Amount: 24453) at Position: 2898, 5265, 0	
[7/11/18 12:07PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2898, 5265, 0	
[7/11/18 12:07PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2898, 5265, 0	
[7/11/18 12:07PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2895, 5265, 0	
[7/11/18 12:12PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2714, 9464, 0	
[7/11/18 12:12PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2715, 9463, 0	
[7/11/18 12:12PM]	Picked up an item (Id: Item [id=12160, amount=7], Amount: 7) at Position: 2715, 9463, 0	
[7/11/18 12:13PM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 2706, 9460, 0	
[7/11/18 12:13PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2705, 9459, 0	
[7/11/18 12:14PM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 2709, 9453, 0	
[7/11/18 12:14PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2709, 9453, 0	
[7/11/18 12:15PM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 2715, 9457, 0	
[7/11/18 12:15PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2716, 9457, 0	
[7/11/18 12:15PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2716, 9457, 0	
[7/11/18 12:16PM]	Dropped Item (Id: Item [id=7396, amount=1], Amount: 1) at Position: 2716, 9457, 0	
[7/11/18 12:16PM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 2712, 9454, 0	
[7/11/18 12:16PM]	Picked up an item (Id: Item [id=12158, amount=2], Amount: 2) at Position: 2712, 9454, 0	
[7/11/18 12:17PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2712, 9454, 0	
[7/11/18 12:18PM]	Picked up an item (Id: Item [id=817, amount=9], Amount: 9) at Position: 2708, 9456, 0	
[7/11/18 12:18PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2707, 9457, 0	
[7/11/18 12:18PM]	Dropped Item (Id: Item [id=811, amount=32], Amount: 0) at Position: 2707, 9457, 0	
[7/11/18 12:18PM]	Dropped Item (Id: Item [id=817, amount=9], Amount: 1) at Position: 2709, 9459, 0	
[7/11/18 12:19PM]	Picked up an item (Id: Item [id=4585, amount=1], Amount: 1) at Position: 2711, 9461, 0	
[7/11/18 12:19PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2712, 9460, 0	
[7/11/18 12:19PM]	Picked up an item (Id: Item [id=12159, amount=7], Amount: 7) at Position: 2712, 9460, 0	
[7/11/18 12:19PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2712, 9458, 0	
[7/11/18 12:20PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2712, 9458, 0	
[7/11/18 12:20PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2712, 9454, 0	
[7/11/18 12:21PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2712, 9455, 0	
[7/11/18 12:21PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2711, 9456, 0	
[7/11/18 12:21PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2711, 9456, 0	
[7/11/18 12:21PM]	Picked up an item (Id: Item [id=12158, amount=4], Amount: 4) at Position: 2711, 9456, 0	
[7/11/18 12:22PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2711, 9460, 0	
[7/11/18 12:23PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2711, 9460, 0	
[7/11/18 12:23PM]	Picked up an item (Id: Item [id=12159, amount=2], Amount: 2) at Position: 2712, 9460, 0	
[7/11/18 12:24PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2703, 9460, 0	
[7/11/18 12:24PM]	Picked up an item (Id: Item [id=12158, amount=3], Amount: 3) at Position: 2704, 9459, 0	
[7/11/18 12:26PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2714, 9459, 0	
[7/11/18 12:26PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2715, 9459, 0	
[7/11/18 12:27PM]	Picked up an item (Id: Item [id=9144, amount=4], Amount: 4) at Position: 2715, 9459, 0	
[7/11/18 12:28PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2715, 9459, 0	
[7/11/18 12:28PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2713, 9456, 0	
[7/11/18 12:28PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2712, 9455, 0	
[7/11/18 12:28PM]	Picked up an item (Id: Item [id=9144, amount=4], Amount: 4) at Position: 2712, 9455, 0	
[7/11/18 12:28PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2712, 9455, 0	
[7/11/18 12:28PM]	Picked up an item (Id: Item [id=12160, amount=6], Amount: 6) at Position: 2712, 9455, 0	
[7/11/18 12:28PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2716, 9458, 0	
[7/11/18 12:29PM]	Picked up an item (Id: Item [id=12163, amount=7], Amount: 7) at Position: 2716, 9458, 0	
[7/11/18 12:29PM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 2717, 9458, 0	
[7/11/18 12:29PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2717, 9458, 0	
[7/11/18 12:30PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2713, 9456, 0	
[7/11/18 12:30PM]	Picked up an item (Id: Item [id=565, amount=15], Amount: 15) at Position: 2711, 9453, 0	
[7/11/18 12:30PM]	Dropped Item (Id: Item [id=565, amount=15], Amount: 1) at Position: 2712, 9452, 0	
[7/11/18 12:30PM]	Picked up an item (Id: Item [id=12158, amount=7], Amount: 7) at Position: 2712, 9452, 0	
[7/11/18 12:30PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2712, 9452, 0	
[7/11/18 12:31PM]	Picked up an item (Id: Item [id=12163, amount=5], Amount: 5) at Position: 2702, 9457, 0	
[7/11/18 12:31PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2701, 9456, 0	
[7/11/18 12:31PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2701, 9456, 0	
[7/11/18 12:31PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2701, 9456, 0	
[7/11/18 12:33PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2714, 9461, 0	
[7/11/18 12:34PM]	Picked up an item (Id: Item [id=9144, amount=6], Amount: 6) at Position: 2701, 9456, 0	
[7/11/18 12:34PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2701, 9456, 0	
[7/11/18 12:35PM]	Dropped Item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2698, 9457, 0	
[7/11/18 12:35PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2700, 9456, 0	
[7/11/18 12:35PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2698, 9456, 0	
[7/11/18 12:37PM]	Picked up an item (Id: Item [id=9144, amount=5], Amount: 5) at Position: 2701, 9456, 0	
[7/11/18 12:37PM]	Picked up an item (Id: Item [id=2011, amount=1], Amount: 1) at Position: 2701, 9456, 0	
[7/11/18 12:37PM]	Picked up an item (Id: Item [id=12159, amount=2], Amount: 2) at Position: 2701, 9456, 0	
[7/11/18 12:37PM]	Dropped Item (Id: Item [id=2011, amount=1], Amount: 1) at Position: 2701, 9456, 0	
[7/11/18 12:37PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2701, 9456, 0	
[7/11/18 12:40PM]	Bought Item from shop (9) (Id: 13734, Amount: 1)	
[7/11/18 12:40PM]	Bought Item from shop (9) (Id: 13734, Amount: 10)	
[7/11/18 12:40PM]	Bought Item from shop (9) (Id: 13734, Amount: 10)	
[7/11/18 12:40PM]	Bought Item from shop (9) (Id: 13734, Amount: 1)	
[7/11/18 12:41PM]	Bought Item from shop (9) (Id: 13734, Amount: 10)	
[7/11/18 12:41PM]	Bought Item from shop (9) (Id: 13734, Amount: 10)	
[7/11/18 12:41PM]	Bought Item from shop (9) (Id: 13734, Amount: 4)	
[7/11/18 12:41PM]	Dropped Item (Id: Item [id=210, amount=6], Amount: 0) at Position: 3086, 3503, 0	
[7/11/18 12:41PM]	Bought Item from shop (9) (Id: 13734, Amount: 10)	
[7/11/18 12:41PM]	Bought Item from shop (9) (Id: 13734, Amount: 5)	
[7/11/18 12:41PM]	Bought Item from shop (27) (Id: 3025, Amount: 10)	
[7/11/18 12:41PM]	Bought Item from shop (27) (Id: 2444, Amount: 9)	
[7/11/18 12:42PM]	Bought Item from shop (9) (Id: 13734, Amount: 10)	
[7/11/18 12:42PM]	Bought Item from shop (9) (Id: 13734, Amount: 10)	
[7/11/18 12:42PM]	Bought Item from shop (9) (Id: 13734, Amount: 5)	
[7/11/18 12:42PM]	Bought Item from shop (9) (Id: 13734, Amount: 18)	
[7/11/18 12:42PM]	Bought Item from shop (9) (Id: 13734, Amount: 5)	
[7/11/18 12:44PM]	Bought Item from shop (8) (Id: 9144, Amount: 300)	
[7/11/18 12:52PM]	Picked up an item (Id: Item [id=5295, amount=2], Amount: 2) at Position: 2896, 5266, 0	
[7/11/18 12:52PM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 2896, 5266, 0	
[7/11/18 12:52PM]	Picked up an item (Id: Item [id=526, amount=1], Amount: 1) at Position: 2897, 5265, 0	
[7/11/18 12:52PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2897, 5265, 0	
[7/11/18 12:52PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2897, 5265, 0	
[7/11/18 12:52PM]	Dropped Item (Id: Item [id=5295, amount=2], Amount: 1) at Position: 2896, 5265, 0	
[7/11/18 12:59PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2898, 5265, 0	
[7/11/18 01:11PM]	Picked up an item (Id: Item [id=12163, amount=1], Amount: 1) at Position: 2900, 5265, 0	
[7/11/18 01:15PM]	Picked up an item (Id: Item [id=1093, amount=1], Amount: 1) at Position: 2900, 5263, 0	
[7/11/18 01:18PM]	Picked up an item (Id: Item [id=9144, amount=5], Amount: 5) at Position: 2896, 5266, 0	
[7/11/18 01:21PM]	Picked up an item (Id: Item [id=1093, amount=1], Amount: 1) at Position: 2898, 5260, 0	
